"Rune ID","Name","Tier","Stars","Activity","Effect Type","Bonus Value (%)","Description"
"T8_RUNE_MAGE_EFF_3STAR","T8 Mage Rune of Efficiency (3 Star)",8,3,"Mage","Efficiency",40,"Increases speed by 40%"
"T9_RUNE_MAGE_EFF_1STAR","T9 Mage Rune of Efficiency (1 Star)",9,1,"Mage","Efficiency",41,"Increases speed by 41%"
"T9_RUNE_MAGE_EFF_2STAR","T9 Mage Rune of Efficiency (2 Star)",9,2,"Mage","Efficiency",43,"Increases speed by 43%"
"T9_RUNE_MAGE_EFF_3STAR","T9 Mage Rune of Efficiency (3 Star)",9,3,"Mage","Efficiency",45,"Increases speed by 45%"
"T10_RUNE_MAGE_EFF_1STAR","T10 Mage Rune of Efficiency (1 Star)",10,1,"Mage","Efficiency",46,"Increases speed by 46%"
"T10_RUNE_MAGE_EFF_2STAR","T10 Mage Rune of Efficiency (2 Star)",10,2,"Mage","Efficiency",48,"Increases speed by 48%"
"T10_RUNE_MAGE_EFF_3STAR","T10 Mage Rune of Efficiency (3 Star)",10,3,"Mage","Efficiency",50,"Increases speed by 50%"
"T1_RUNE_TOOLS_XP_1STAR","T1 Tools Rune of XP (1 Star)",1,1,"Tools","XP",1,"Increases Tools XP by 1%"
"T1_RUNE_TOOLS_XP_2STAR","T1 Tools Rune of XP (2 Star)",1,2,"Tools","XP",3,"Increases Tools XP by 3%"
"T1_RUNE_TOOLS_XP_3STAR","T1 Tools Rune of XP (3 Star)",1,3,"Tools","XP",5,"Increases Tools XP by 5%"
"T2_RUNE_TOOLS_XP_1STAR","T2 Tools Rune of XP (1 Star)",2,1,"Tools","XP",6,"Increases Tools XP by 6%"
"T2_RUNE_TOOLS_XP_2STAR","T2 Tools Rune of XP (2 Star)",2,2,"Tools","XP",8,"Increases Tools XP by 8%"
"T2_RUNE_TOOLS_XP_3STAR","T2 Tools Rune of XP (3 Star)",2,3,"Tools","XP",10,"Increases Tools XP by 10%"
"T3_RUNE_TOOLS_XP_1STAR","T3 Tools Rune of XP (1 Star)",3,1,"Tools","XP",11,"Increases Tools XP by 11%"
"T3_RUNE_TOOLS_XP_2STAR","T3 Tools Rune of XP (2 Star)",3,2,"Tools","XP",13,"Increases Tools XP by 13%"
"T3_RUNE_TOOLS_XP_3STAR","T3 Tools Rune of XP (3 Star)",3,3,"Tools","XP",15,"Increases Tools XP by 15%"
"T4_RUNE_TOOLS_XP_1STAR","T4 Tools Rune of XP (1 Star)",4,1,"Tools","XP",16,"Increases Tools XP by 16%"
"T4_RUNE_TOOLS_XP_2STAR","T4 Tools Rune of XP (2 Star)",4,2,"Tools","XP",18,"Increases Tools XP by 18%"
"T4_RUNE_TOOLS_XP_3STAR","T4 Tools Rune of XP (3 Star)",4,3,"Tools","XP",20,"Increases Tools XP by 20%"
"T5_RUNE_TOOLS_XP_1STAR","T5 Tools Rune of XP (1 Star)",5,1,"Tools","XP",21,"Increases Tools XP by 21%"
"T5_RUNE_TOOLS_XP_2STAR","T5 Tools Rune of XP (2 Star)",5,2,"Tools","XP",23,"Increases Tools XP by 23%"
"T5_RUNE_TOOLS_XP_3STAR","T5 Tools Rune of XP (3 Star)",5,3,"Tools","XP",25,"Increases Tools XP by 25%"
"T6_RUNE_TOOLS_XP_1STAR","T6 Tools Rune of XP (1 Star)",6,1,"Tools","XP",26,"Increases Tools XP by 26%"
"T6_RUNE_TOOLS_XP_2STAR","T6 Tools Rune of XP (2 Star)",6,2,"Tools","XP",28,"Increases Tools XP by 28%"
"T6_RUNE_TOOLS_XP_3STAR","T6 Tools Rune of XP (3 Star)",6,3,"Tools","XP",30,"Increases Tools XP by 30%"
"T7_RUNE_TOOLS_XP_1STAR","T7 Tools Rune of XP (1 Star)",7,1,"Tools","XP",31,"Increases Tools XP by 31%"
"T7_RUNE_TOOLS_XP_2STAR","T7 Tools Rune of XP (2 Star)",7,2,"Tools","XP",33,"Increases Tools XP by 33%"
"T7_RUNE_TOOLS_XP_3STAR","T7 Tools Rune of XP (3 Star)",7,3,"Tools","XP",35,"Increases Tools XP by 35%"
"T8_RUNE_TOOLS_XP_1STAR","T8 Tools Rune of XP (1 Star)",8,1,"Tools","XP",36,"Increases Tools XP by 36%"
"T8_RUNE_TOOLS_XP_2STAR","T8 Tools Rune of XP (2 Star)",8,2,"Tools","XP",38,"Increases Tools XP by 38%"
"T8_RUNE_TOOLS_XP_3STAR","T8 Tools Rune of XP (3 Star)",8,3,"Tools","XP",40,"Increases Tools XP by 40%"
"T9_RUNE_TOOLS_XP_1STAR","T9 Tools Rune of XP (1 Star)",9,1,"Tools","XP",41,"Increases Tools XP by 41%"
"T9_RUNE_TOOLS_XP_2STAR","T9 Tools Rune of XP (2 Star)",9,2,"Tools","XP",43,"Increases Tools XP by 43%"
"T9_RUNE_TOOLS_XP_3STAR","T9 Tools Rune of XP (3 Star)",9,3,"Tools","XP",45,"Increases Tools XP by 45%"
"T10_RUNE_TOOLS_XP_1STAR","T10 Tools Rune of XP (1 Star)",10,1,"Tools","XP",46,"Increases Tools XP by 46%"
"T10_RUNE_TOOLS_XP_2STAR","T10 Tools Rune of XP (2 Star)",10,2,"Tools","XP",48,"Increases Tools XP by 48%"
"T10_RUNE_TOOLS_XP_3STAR","T10 Tools Rune of XP (3 Star)",10,3,"Tools","XP",50,"Increases Tools XP by 50%"
"T1_RUNE_TOOLS_COPY_1STAR","T1 Tools Rune of Duplication (1 Star)",1,1,"Tools","Duplication",1,"Increases Tools Duplication by 1%"
"T1_RUNE_TOOLS_COPY_2STAR","T1 Tools Rune of Duplication (2 Star)",1,2,"Tools","Duplication",3,"Increases Tools Duplication by 3%"
"T1_RUNE_TOOLS_COPY_3STAR","T1 Tools Rune of Duplication (3 Star)",1,3,"Tools","Duplication",5,"Increases Tools Duplication by 5%"
"T2_RUNE_TOOLS_COPY_1STAR","T2 Tools Rune of Duplication (1 Star)",2,1,"Tools","Duplication",6,"Increases Tools Duplication by 6%"
"T2_RUNE_TOOLS_COPY_2STAR","T2 Tools Rune of Duplication (2 Star)",2,2,"Tools","Duplication",8,"Increases Tools Duplication by 8%"
"T2_RUNE_TOOLS_COPY_3STAR","T2 Tools Rune of Duplication (3 Star)",2,3,"Tools","Duplication",10,"Increases Tools Duplication by 10%"
"T3_RUNE_TOOLS_COPY_1STAR","T3 Tools Rune of Duplication (1 Star)",3,1,"Tools","Duplication",11,"Increases Tools Duplication by 11%"
"T3_RUNE_TOOLS_COPY_2STAR","T3 Tools Rune of Duplication (2 Star)",3,2,"Tools","Duplication",13,"Increases Tools Duplication by 13%"
"T3_RUNE_TOOLS_COPY_3STAR","T3 Tools Rune of Duplication (3 Star)",3,3,"Tools","Duplication",15,"Increases Tools Duplication by 15%"
"T4_RUNE_TOOLS_COPY_1STAR","T4 Tools Rune of Duplication (1 Star)",4,1,"Tools","Duplication",16,"Increases Tools Duplication by 16%"
"T4_RUNE_TOOLS_COPY_2STAR","T4 Tools Rune of Duplication (2 Star)",4,2,"Tools","Duplication",18,"Increases Tools Duplication by 18%"
"T4_RUNE_TOOLS_COPY_3STAR","T4 Tools Rune of Duplication (3 Star)",4,3,"Tools","Duplication",20,"Increases Tools Duplication by 20%"
"T5_RUNE_TOOLS_COPY_1STAR","T5 Tools Rune of Duplication (1 Star)",5,1,"Tools","Duplication",21,"Increases Tools Duplication by 21%"
"T5_RUNE_TOOLS_COPY_2STAR","T5 Tools Rune of Duplication (2 Star)",5,2,"Tools","Duplication",23,"Increases Tools Duplication by 23%"
"T5_RUNE_TOOLS_COPY_3STAR","T5 Tools Rune of Duplication (3 Star)",5,3,"Tools","Duplication",25,"Increases Tools Duplication by 25%"
"T6_RUNE_TOOLS_COPY_1STAR","T6 Tools Rune of Duplication (1 Star)",6,1,"Tools","Duplication",26,"Increases Tools Duplication by 26%"
"T6_RUNE_TOOLS_COPY_2STAR","T6 Tools Rune of Duplication (2 Star)",6,2,"Tools","Duplication",28,"Increases Tools Duplication by 28%"
"T6_RUNE_TOOLS_COPY_3STAR","T6 Tools Rune of Duplication (3 Star)",6,3,"Tools","Duplication",30,"Increases Tools Duplication by 30%"
"T7_RUNE_TOOLS_COPY_1STAR","T7 Tools Rune of Duplication (1 Star)",7,1,"Tools","Duplication",31,"Increases Tools Duplication by 31%"
"T7_RUNE_TOOLS_COPY_2STAR","T7 Tools Rune of Duplication (2 Star)",7,2,"Tools","Duplication",33,"Increases Tools Duplication by 33%"
"T7_RUNE_TOOLS_COPY_3STAR","T7 Tools Rune of Duplication (3 Star)",7,3,"Tools","Duplication",35,"Increases Tools Duplication by 35%"
"T8_RUNE_TOOLS_COPY_1STAR","T8 Tools Rune of Duplication (1 Star)",8,1,"Tools","Duplication",36,"Increases Tools Duplication by 36%"
"T8_RUNE_TOOLS_COPY_2STAR","T8 Tools Rune of Duplication (2 Star)",8,2,"Tools","Duplication",38,"Increases Tools Duplication by 38%"
"T8_RUNE_TOOLS_COPY_3STAR","T8 Tools Rune of Duplication (3 Star)",8,3,"Tools","Duplication",40,"Increases Tools Duplication by 40%"
"T9_RUNE_TOOLS_COPY_1STAR","T9 Tools Rune of Duplication (1 Star)",9,1,"Tools","Duplication",41,"Increases Tools Duplication by 41%"
"T9_RUNE_TOOLS_COPY_2STAR","T9 Tools Rune of Duplication (2 Star)",9,2,"Tools","Duplication",43,"Increases Tools Duplication by 43%"
"T9_RUNE_TOOLS_COPY_3STAR","T9 Tools Rune of Duplication (3 Star)",9,3,"Tools","Duplication",45,"Increases Tools Duplication by 45%"
"T10_RUNE_TOOLS_COPY_1STAR","T10 Tools Rune of Duplication (1 Star)",10,1,"Tools","Duplication",46,"Increases Tools Duplication by 46%"
"T10_RUNE_TOOLS_COPY_2STAR","T10 Tools Rune of Duplication (2 Star)",10,2,"Tools","Duplication",48,"Increases Tools Duplication by 48%"
"T10_RUNE_TOOLS_COPY_3STAR","T10 Tools Rune of Duplication (3 Star)",10,3,"Tools","Duplication",50,"Increases Tools Duplication by 50%"
"T1_RUNE_TOOLS_EFF_1STAR","T1 Tools Rune of Efficiency (1 Star)",1,1,"Tools","Efficiency",1,"Increases speed by 1%"
"T1_RUNE_TOOLS_EFF_2STAR","T1 Tools Rune of Efficiency (2 Star)",1,2,"Tools","Efficiency",3,"Increases speed by 3%"
"T1_RUNE_TOOLS_EFF_3STAR","T1 Tools Rune of Efficiency (3 Star)",1,3,"Tools","Efficiency",5,"Increases speed by 5%"
"T2_RUNE_TOOLS_EFF_1STAR","T2 Tools Rune of Efficiency (1 Star)",2,1,"Tools","Efficiency",6,"Increases speed by 6%"
"T2_RUNE_TOOLS_EFF_2STAR","T2 Tools Rune of Efficiency (2 Star)",2,2,"Tools","Efficiency",8,"Increases speed by 8%"
"T2_RUNE_TOOLS_EFF_3STAR","T2 Tools Rune of Efficiency (3 Star)",2,3,"Tools","Efficiency",10,"Increases speed by 10%"
"T3_RUNE_TOOLS_EFF_1STAR","T3 Tools Rune of Efficiency (1 Star)",3,1,"Tools","Efficiency",11,"Increases speed by 11%"
"T3_RUNE_TOOLS_EFF_2STAR","T3 Tools Rune of Efficiency (2 Star)",3,2,"Tools","Efficiency",13,"Increases speed by 13%"
"T3_RUNE_TOOLS_EFF_3STAR","T3 Tools Rune of Efficiency (3 Star)",3,3,"Tools","Efficiency",15,"Increases speed by 15%"
"T4_RUNE_TOOLS_EFF_1STAR","T4 Tools Rune of Efficiency (1 Star)",4,1,"Tools","Efficiency",16,"Increases speed by 16%"
"T4_RUNE_TOOLS_EFF_2STAR","T4 Tools Rune of Efficiency (2 Star)",4,2,"Tools","Efficiency",18,"Increases speed by 18%"
"T4_RUNE_TOOLS_EFF_3STAR","T4 Tools Rune of Efficiency (3 Star)",4,3,"Tools","Efficiency",20,"Increases speed by 20%"
"T5_RUNE_TOOLS_EFF_1STAR","T5 Tools Rune of Efficiency (1 Star)",5,1,"Tools","Efficiency",21,"Increases speed by 21%"
"T5_RUNE_TOOLS_EFF_2STAR","T5 Tools Rune of Efficiency (2 Star)",5,2,"Tools","Efficiency",23,"Increases speed by 23%"
"T5_RUNE_TOOLS_EFF_3STAR","T5 Tools Rune of Efficiency (3 Star)",5,3,"Tools","Efficiency",25,"Increases speed by 25%"
"T6_RUNE_TOOLS_EFF_1STAR","T6 Tools Rune of Efficiency (1 Star)",6,1,"Tools","Efficiency",26,"Increases speed by 26%"
"T6_RUNE_TOOLS_EFF_2STAR","T6 Tools Rune of Efficiency (2 Star)",6,2,"Tools","Efficiency",28,"Increases speed by 28%"
"T6_RUNE_TOOLS_EFF_3STAR","T6 Tools Rune of Efficiency (3 Star)",6,3,"Tools","Efficiency",30,"Increases speed by 30%"
"T7_RUNE_TOOLS_EFF_1STAR","T7 Tools Rune of Efficiency (1 Star)",7,1,"Tools","Efficiency",31,"Increases speed by 31%"
"T7_RUNE_TOOLS_EFF_2STAR","T7 Tools Rune of Efficiency (2 Star)",7,2,"Tools","Efficiency",33,"Increases speed by 33%"
"T7_RUNE_TOOLS_EFF_3STAR","T7 Tools Rune of Efficiency (3 Star)",7,3,"Tools","Efficiency",35,"Increases speed by 35%"
"T8_RUNE_TOOLS_EFF_1STAR","T8 Tools Rune of Efficiency (1 Star)",8,1,"Tools","Efficiency",36,"Increases speed by 36%"
"T8_RUNE_TOOLS_EFF_2STAR","T8 Tools Rune of Efficiency (2 Star)",8,2,"Tools","Efficiency",38,"Increases speed by 38%"
"T8_RUNE_TOOLS_EFF_3STAR","T8 Tools Rune of Efficiency (3 Star)",8,3,"Tools","Efficiency",40,"Increases speed by 40%"
"T9_RUNE_TOOLS_EFF_1STAR","T9 Tools Rune of Efficiency (1 Star)",9,1,"Tools","Efficiency",41,"Increases speed by 41%"
"T9_RUNE_TOOLS_EFF_2STAR","T9 Tools Rune of Efficiency (2 Star)",9,2,"Tools","Efficiency",43,"Increases speed by 43%"
"T9_RUNE_TOOLS_EFF_3STAR","T9 Tools Rune of Efficiency (3 Star)",9,3,"Tools","Efficiency",45,"Increases speed by 45%"
"T10_RUNE_TOOLS_EFF_1STAR","T10 Tools Rune of Efficiency (1 Star)",10,1,"Tools","Efficiency",46,"Increases speed by 46%"
"T10_RUNE_TOOLS_EFF_2STAR","T10 Tools Rune of Efficiency (2 Star)",10,2,"Tools","Efficiency",48,"Increases speed by 48%"
"T10_RUNE_TOOLS_EFF_3STAR","T10 Tools Rune of Efficiency (3 Star)",10,3,"Tools","Efficiency",50,"Increases speed by 50%"
"T1_RUNE_COOKING_XP_1STAR","T1 Cooking Rune of XP (1 Star)",1,1,"Cooking","XP",1,"Increases Cooking XP by 1%"
"T1_RUNE_COOKING_XP_2STAR","T1 Cooking Rune of XP (2 Star)",1,2,"Cooking","XP",3,"Increases Cooking XP by 3%"
"T1_RUNE_COOKING_XP_3STAR","T1 Cooking Rune of XP (3 Star)",1,3,"Cooking","XP",5,"Increases Cooking XP by 5%"
"T2_RUNE_COOKING_XP_1STAR","T2 Cooking Rune of XP (1 Star)",2,1,"Cooking","XP",6,"Increases Cooking XP by 6%"
"T2_RUNE_COOKING_XP_2STAR","T2 Cooking Rune of XP (2 Star)",2,2,"Cooking","XP",8,"Increases Cooking XP by 8%"
"T2_RUNE_COOKING_XP_3STAR","T2 Cooking Rune of XP (3 Star)",2,3,"Cooking","XP",10,"Increases Cooking XP by 10%"
"T3_RUNE_COOKING_XP_1STAR","T3 Cooking Rune of XP (1 Star)",3,1,"Cooking","XP",11,"Increases Cooking XP by 11%"
"T3_RUNE_COOKING_XP_2STAR","T3 Cooking Rune of XP (2 Star)",3,2,"Cooking","XP",13,"Increases Cooking XP by 13%"
"T3_RUNE_COOKING_XP_3STAR","T3 Cooking Rune of XP (3 Star)",3,3,"Cooking","XP",15,"Increases Cooking XP by 15%"
"T4_RUNE_COOKING_XP_1STAR","T4 Cooking Rune of XP (1 Star)",4,1,"Cooking","XP",16,"Increases Cooking XP by 16%"
"T4_RUNE_COOKING_XP_2STAR","T4 Cooking Rune of XP (2 Star)",4,2,"Cooking","XP",18,"Increases Cooking XP by 18%"
"T4_RUNE_COOKING_XP_3STAR","T4 Cooking Rune of XP (3 Star)",4,3,"Cooking","XP",20,"Increases Cooking XP by 20%"
"T5_RUNE_COOKING_XP_1STAR","T5 Cooking Rune of XP (1 Star)",5,1,"Cooking","XP",21,"Increases Cooking XP by 21%"
"T5_RUNE_COOKING_XP_2STAR","T5 Cooking Rune of XP (2 Star)",5,2,"Cooking","XP",23,"Increases Cooking XP by 23%"
"T5_RUNE_COOKING_XP_3STAR","T5 Cooking Rune of XP (3 Star)",5,3,"Cooking","XP",25,"Increases Cooking XP by 25%"
"T6_RUNE_COOKING_XP_1STAR","T6 Cooking Rune of XP (1 Star)",6,1,"Cooking","XP",26,"Increases Cooking XP by 26%"
"T6_RUNE_COOKING_XP_2STAR","T6 Cooking Rune of XP (2 Star)",6,2,"Cooking","XP",28,"Increases Cooking XP by 28%"
"T6_RUNE_COOKING_XP_3STAR","T6 Cooking Rune of XP (3 Star)",6,3,"Cooking","XP",30,"Increases Cooking XP by 30%"
"T7_RUNE_COOKING_XP_1STAR","T7 Cooking Rune of XP (1 Star)",7,1,"Cooking","XP",31,"Increases Cooking XP by 31%"
"T7_RUNE_COOKING_XP_2STAR","T7 Cooking Rune of XP (2 Star)",7,2,"Cooking","XP",33,"Increases Cooking XP by 33%"
"T7_RUNE_COOKING_XP_3STAR","T7 Cooking Rune of XP (3 Star)",7,3,"Cooking","XP",35,"Increases Cooking XP by 35%"
"T8_RUNE_COOKING_XP_1STAR","T8 Cooking Rune of XP (1 Star)",8,1,"Cooking","XP",36,"Increases Cooking XP by 36%"
"T8_RUNE_COOKING_XP_2STAR","T8 Cooking Rune of XP (2 Star)",8,2,"Cooking","XP",38,"Increases Cooking XP by 38%"
"T8_RUNE_COOKING_XP_3STAR","T8 Cooking Rune of XP (3 Star)",8,3,"Cooking","XP",40,"Increases Cooking XP by 40%"
"T9_RUNE_COOKING_XP_1STAR","T9 Cooking Rune of XP (1 Star)",9,1,"Cooking","XP",41,"Increases Cooking XP by 41%"
"T9_RUNE_COOKING_XP_2STAR","T9 Cooking Rune of XP (2 Star)",9,2,"Cooking","XP",43,"Increases Cooking XP by 43%"
"T9_RUNE_COOKING_XP_3STAR","T9 Cooking Rune of XP (3 Star)",9,3,"Cooking","XP",45,"Increases Cooking XP by 45%"
"T10_RUNE_COOKING_XP_1STAR","T10 Cooking Rune of XP (1 Star)",10,1,"Cooking","XP",46,"Increases Cooking XP by 46%"
"T10_RUNE_COOKING_XP_2STAR","T10 Cooking Rune of XP (2 Star)",10,2,"Cooking","XP",48,"Increases Cooking XP by 48%"
"T10_RUNE_COOKING_XP_3STAR","T10 Cooking Rune of XP (3 Star)",10,3,"Cooking","XP",50,"Increases Cooking XP by 50%"
"T1_RUNE_COOKING_COPY_1STAR","T1 Cooking Rune of Duplication (1 Star)",1,1,"Cooking","Duplication",1,"Increases Cooking Duplication by 1%"
"T1_RUNE_COOKING_COPY_2STAR","T1 Cooking Rune of Duplication (2 Star)",1,2,"Cooking","Duplication",3,"Increases Cooking Duplication by 3%"
"T1_RUNE_COOKING_COPY_3STAR","T1 Cooking Rune of Duplication (3 Star)",1,3,"Cooking","Duplication",5,"Increases Cooking Duplication by 5%"
"T2_RUNE_COOKING_COPY_1STAR","T2 Cooking Rune of Duplication (1 Star)",2,1,"Cooking","Duplication",6,"Increases Cooking Duplication by 6%"
"T2_RUNE_COOKING_COPY_2STAR","T2 Cooking Rune of Duplication (2 Star)",2,2,"Cooking","Duplication",8,"Increases Cooking Duplication by 8%"
"T2_RUNE_COOKING_COPY_3STAR","T2 Cooking Rune of Duplication (3 Star)",2,3,"Cooking","Duplication",10,"Increases Cooking Duplication by 10%"
"T3_RUNE_COOKING_COPY_1STAR","T3 Cooking Rune of Duplication (1 Star)",3,1,"Cooking","Duplication",11,"Increases Cooking Duplication by 11%"
"T3_RUNE_COOKING_COPY_2STAR","T3 Cooking Rune of Duplication (2 Star)",3,2,"Cooking","Duplication",13,"Increases Cooking Duplication by 13%"
"T3_RUNE_COOKING_COPY_3STAR","T3 Cooking Rune of Duplication (3 Star)",3,3,"Cooking","Duplication",15,"Increases Cooking Duplication by 15%"
"T4_RUNE_COOKING_COPY_1STAR","T4 Cooking Rune of Duplication (1 Star)",4,1,"Cooking","Duplication",16,"Increases Cooking Duplication by 16%"
"T4_RUNE_COOKING_COPY_2STAR","T4 Cooking Rune of Duplication (2 Star)",4,2,"Cooking","Duplication",18,"Increases Cooking Duplication by 18%"
"T4_RUNE_COOKING_COPY_3STAR","T4 Cooking Rune of Duplication (3 Star)",4,3,"Cooking","Duplication",20,"Increases Cooking Duplication by 20%"
"T5_RUNE_COOKING_COPY_1STAR","T5 Cooking Rune of Duplication (1 Star)",5,1,"Cooking","Duplication",21,"Increases Cooking Duplication by 21%"
"T5_RUNE_COOKING_COPY_2STAR","T5 Cooking Rune of Duplication (2 Star)",5,2,"Cooking","Duplication",23,"Increases Cooking Duplication by 23%"
"T5_RUNE_COOKING_COPY_3STAR","T5 Cooking Rune of Duplication (3 Star)",5,3,"Cooking","Duplication",25,"Increases Cooking Duplication by 25%"
"T6_RUNE_COOKING_COPY_1STAR","T6 Cooking Rune of Duplication (1 Star)",6,1,"Cooking","Duplication",26,"Increases Cooking Duplication by 26%"
"T6_RUNE_COOKING_COPY_2STAR","T6 Cooking Rune of Duplication (2 Star)",6,2,"Cooking","Duplication",28,"Increases Cooking Duplication by 28%"
"T6_RUNE_COOKING_COPY_3STAR","T6 Cooking Rune of Duplication (3 Star)",6,3,"Cooking","Duplication",30,"Increases Cooking Duplication by 30%"
"T7_RUNE_COOKING_COPY_1STAR","T7 Cooking Rune of Duplication (1 Star)",7,1,"Cooking","Duplication",31,"Increases Cooking Duplication by 31%"
"T7_RUNE_COOKING_COPY_2STAR","T7 Cooking Rune of Duplication (2 Star)",7,2,"Cooking","Duplication",33,"Increases Cooking Duplication by 33%"
"T7_RUNE_COOKING_COPY_3STAR","T7 Cooking Rune of Duplication (3 Star)",7,3,"Cooking","Duplication",35,"Increases Cooking Duplication by 35%"
"T8_RUNE_COOKING_COPY_1STAR","T8 Cooking Rune of Duplication (1 Star)",8,1,"Cooking","Duplication",36,"Increases Cooking Duplication by 36%"
"T8_RUNE_COOKING_COPY_2STAR","T8 Cooking Rune of Duplication (2 Star)",8,2,"Cooking","Duplication",38,"Increases Cooking Duplication by 38%"
"T8_RUNE_COOKING_COPY_3STAR","T8 Cooking Rune of Duplication (3 Star)",8,3,"Cooking","Duplication",40,"Increases Cooking Duplication by 40%"
"T9_RUNE_COOKING_COPY_1STAR","T9 Cooking Rune of Duplication (1 Star)",9,1,"Cooking","Duplication",41,"Increases Cooking Duplication by 41%"
"T9_RUNE_COOKING_COPY_2STAR","T9 Cooking Rune of Duplication (2 Star)",9,2,"Cooking","Duplication",43,"Increases Cooking Duplication by 43%"
"T9_RUNE_COOKING_COPY_3STAR","T9 Cooking Rune of Duplication (3 Star)",9,3,"Cooking","Duplication",45,"Increases Cooking Duplication by 45%"
"T10_RUNE_COOKING_COPY_1STAR","T10 Cooking Rune of Duplication (1 Star)",10,1,"Cooking","Duplication",46,"Increases Cooking Duplication by 46%"
"T10_RUNE_COOKING_COPY_2STAR","T10 Cooking Rune of Duplication (2 Star)",10,2,"Cooking","Duplication",48,"Increases Cooking Duplication by 48%"
"T10_RUNE_COOKING_COPY_3STAR","T10 Cooking Rune of Duplication (3 Star)",10,3,"Cooking","Duplication",50,"Increases Cooking Duplication by 50%"
"T1_RUNE_COOKING_EFF_1STAR","T1 Cooking Rune of Efficiency (1 Star)",1,1,"Cooking","Efficiency",1,"Increases speed by 1%"
"T1_RUNE_COOKING_EFF_2STAR","T1 Cooking Rune of Efficiency (2 Star)",1,2,"Cooking","Efficiency",3,"Increases speed by 3%"
"T1_RUNE_COOKING_EFF_3STAR","T1 Cooking Rune of Efficiency (3 Star)",1,3,"Cooking","Efficiency",5,"Increases speed by 5%"
"T2_RUNE_COOKING_EFF_1STAR","T2 Cooking Rune of Efficiency (1 Star)",2,1,"Cooking","Efficiency",6,"Increases speed by 6%"
"T2_RUNE_COOKING_EFF_2STAR","T2 Cooking Rune of Efficiency (2 Star)",2,2,"Cooking","Efficiency",8,"Increases speed by 8%"
"T2_RUNE_COOKING_EFF_3STAR","T2 Cooking Rune of Efficiency (3 Star)",2,3,"Cooking","Efficiency",10,"Increases speed by 10%"
"T3_RUNE_COOKING_EFF_1STAR","T3 Cooking Rune of Efficiency (1 Star)",3,1,"Cooking","Efficiency",11,"Increases speed by 11%"
"T3_RUNE_COOKING_EFF_2STAR","T3 Cooking Rune of Efficiency (2 Star)",3,2,"Cooking","Efficiency",13,"Increases speed by 13%"
"T3_RUNE_COOKING_EFF_3STAR","T3 Cooking Rune of Efficiency (3 Star)",3,3,"Cooking","Efficiency",15,"Increases speed by 15%"
"T4_RUNE_COOKING_EFF_1STAR","T4 Cooking Rune of Efficiency (1 Star)",4,1,"Cooking","Efficiency",16,"Increases speed by 16%"
"T4_RUNE_COOKING_EFF_2STAR","T4 Cooking Rune of Efficiency (2 Star)",4,2,"Cooking","Efficiency",18,"Increases speed by 18%"
"T4_RUNE_COOKING_EFF_3STAR","T4 Cooking Rune of Efficiency (3 Star)",4,3,"Cooking","Efficiency",20,"Increases speed by 20%"
"T5_RUNE_COOKING_EFF_1STAR","T5 Cooking Rune of Efficiency (1 Star)",5,1,"Cooking","Efficiency",21,"Increases speed by 21%"
"T5_RUNE_COOKING_EFF_2STAR","T5 Cooking Rune of Efficiency (2 Star)",5,2,"Cooking","Efficiency",23,"Increases speed by 23%"
"T5_RUNE_COOKING_EFF_3STAR","T5 Cooking Rune of Efficiency (3 Star)",5,3,"Cooking","Efficiency",25,"Increases speed by 25%"
"T6_RUNE_COOKING_EFF_1STAR","T6 Cooking Rune of Efficiency (1 Star)",6,1,"Cooking","Efficiency",26,"Increases speed by 26%"
"T6_RUNE_COOKING_EFF_2STAR","T6 Cooking Rune of Efficiency (2 Star)",6,2,"Cooking","Efficiency",28,"Increases speed by 28%"
"T6_RUNE_COOKING_EFF_3STAR","T6 Cooking Rune of Efficiency (3 Star)",6,3,"Cooking","Efficiency",30,"Increases speed by 30%"
"T7_RUNE_COOKING_EFF_1STAR","T7 Cooking Rune of Efficiency (1 Star)",7,1,"Cooking","Efficiency",31,"Increases speed by 31%"
"T7_RUNE_COOKING_EFF_2STAR","T7 Cooking Rune of Efficiency (2 Star)",7,2,"Cooking","Efficiency",33,"Increases speed by 33%"
"T7_RUNE_COOKING_EFF_3STAR","T7 Cooking Rune of Efficiency (3 Star)",7,3,"Cooking","Efficiency",35,"Increases speed by 35%"
"T8_RUNE_COOKING_EFF_1STAR","T8 Cooking Rune of Efficiency (1 Star)",8,1,"Cooking","Efficiency",36,"Increases speed by 36%"
"T8_RUNE_COOKING_EFF_2STAR","T8 Cooking Rune of Efficiency (2 Star)",8,2,"Cooking","Efficiency",38,"Increases speed by 38%"
"T8_RUNE_COOKING_EFF_3STAR","T8 Cooking Rune of Efficiency (3 Star)",8,3,"Cooking","Efficiency",40,"Increases speed by 40%"
"T9_RUNE_COOKING_EFF_1STAR","T9 Cooking Rune of Efficiency (1 Star)",9,1,"Cooking","Efficiency",41,"Increases speed by 41%"
"T9_RUNE_COOKING_EFF_2STAR","T9 Cooking Rune of Efficiency (2 Star)",9,2,"Cooking","Efficiency",43,"Increases speed by 43%"
"T9_RUNE_COOKING_EFF_3STAR","T9 Cooking Rune of Efficiency (3 Star)",9,3,"Cooking","Efficiency",45,"Increases speed by 45%"
"T10_RUNE_COOKING_EFF_1STAR","T10 Cooking Rune of Efficiency (1 Star)",10,1,"Cooking","Efficiency",46,"Increases speed by 46%"
