Type,Item Name,Item ID,Tier,Quick Sell Value
RUNE,T8 Metal Rune of Efficiency,T8_RUNE_METAL_EFF_1STAR,8,2090
RUNE,T8 Metal Rune of Efficiency,T8_RUNE_METAL_EFF_2STAR,8,3553
RUNE,T8 Metal Rune of Efficiency,T8_RUNE_METAL_EFF_3STAR,8,6688
RUNE,T8 Metal Rune of XP,T8_RUNE_METAL_XP_1STAR,8,2090
RUNE,T8 Metal Rune of XP,T8_RUNE_METAL_XP_2STAR,8,3553
RUNE,T8 Metal Rune of XP,T8_RUNE_METAL_XP_3STAR,8,6688
RUNE,T8 Mining Rune of Auto-Refine,T8_RUNE_ORE_AUTO_1STAR,8,2090
RUNE,T8 Mining Rune of Auto-Refine,T8_RUNE_ORE_AUTO_2STAR,8,3553
RUNE,T8 Mining Rune of Auto-Refine,T8_RUNE_ORE_AUTO_3STAR,8,6688
RUNE,T8 Mining Rune of Duplication,T8_RUNE_ORE_DUPLIC_1STAR,8,2090
RUNE,T8 Mining Rune of Duplication,T8_RUNE_ORE_DUPLIC_2STAR,8,3553
RUNE,T8 Mining Rune of Duplication,T8_RUNE_ORE_DUPLIC_3STAR,8,6688
RUNE,T8 Mining Rune of XP,T8_RUNE_ORE_XP_1STAR,8,2090
RUNE,T8 Mining Rune of XP,T8_RUNE_ORE_XP_2STAR,8,3553
RUNE,T8 Mining Rune of XP,T8_RUNE_ORE_XP_3STAR,8,6688
RUNE,T8 Plank Rune of Duplication,T8_RUNE_PLANK_DUPLIC_1STAR,8,2090
RUNE,T8 Plank Rune of Duplication,T8_RUNE_PLANK_DUPLIC_2STAR,8,3553
RUNE,T8 Plank Rune of Duplication,T8_RUNE_PLANK_DUPLIC_3STAR,8,6688
RUNE,T8 Plank Rune of Efficiency,T8_RUNE_PLANK_EFF_1STAR,8,2090
RUNE,T8 Plank Rune of Efficiency,T8_RUNE_PLANK_EFF_2STAR,8,3553
RUNE,T8 Plank Rune of Efficiency,T8_RUNE_PLANK_EFF_3STAR,8,6688
RUNE,T8 Plank Rune of XP,T8_RUNE_PLANK_XP_1STAR,8,2090
RUNE,T8 Plank Rune of XP,T8_RUNE_PLANK_XP_2STAR,8,3553
RUNE,T8 Plank Rune of XP,T8_RUNE_PLANK_XP_3STAR,8,6688
RUNE,T8 Skinning Rune of Auto-Refine,T8_RUNE_HIDE_AUTO_1STAR,8,2090
RUNE,T8 Skinning Rune of Auto-Refine,T8_RUNE_HIDE_AUTO_2STAR,8,3553
RUNE,T8 Skinning Rune of Auto-Refine,T8_RUNE_HIDE_AUTO_3STAR,8,6688
RUNE,T8 Skinning Rune of Duplication,T8_RUNE_HIDE_DUPLIC_1STAR,8,2090
RUNE,T8 Skinning Rune of Duplication,T8_RUNE_HIDE_DUPLIC_2STAR,8,3553
RUNE,T8 Skinning Rune of Duplication,T8_RUNE_HIDE_DUPLIC_3STAR,8,6688
RUNE,T8 Skinning Rune of XP,T8_RUNE_HIDE_XP_1STAR,8,2090
RUNE,T8 Skinning Rune of XP,T8_RUNE_HIDE_XP_2STAR,8,3553
RUNE,T8 Skinning Rune of XP,T8_RUNE_HIDE_XP_3STAR,8,6688
RUNE,T8 Tools Rune of Duplication,T8_RUNE_TOOLS_DUPLIC_1STAR,8,2090
RUNE,T8 Tools Rune of Duplication,T8_RUNE_TOOLS_DUPLIC_2STAR,8,3553
RUNE,T8 Tools Rune of Duplication,T8_RUNE_TOOLS_DUPLIC_3STAR,8,6688
RUNE,T8 Tools Rune of Efficiency,T8_RUNE_TOOLS_EFF_1STAR,8,2090
RUNE,T8 Tools Rune of Efficiency,T8_RUNE_TOOLS_EFF_2STAR,8,3553
RUNE,T8 Tools Rune of Efficiency,T8_RUNE_TOOLS_EFF_3STAR,8,6688
RUNE,T8 Tools Rune of XP,T8_RUNE_TOOLS_XP_1STAR,8,2090
RUNE,T8 Tools Rune of XP,T8_RUNE_TOOLS_XP_2STAR,8,3553
RUNE,T8 Tools Rune of XP,T8_RUNE_TOOLS_XP_3STAR,8,6688
RUNE,T8 Warrior Rune of Duplication,T8_RUNE_WARRIOR_DUPLIC_1STAR,8,2090
RUNE,T8 Warrior Rune of Duplication,T8_RUNE_WARRIOR_DUPLIC_2STAR,8,3553
RUNE,T8 Warrior Rune of Duplication,T8_RUNE_WARRIOR_DUPLIC_3STAR,8,6688
RUNE,T8 Warrior Rune of Efficiency,T8_RUNE_WARRIOR_EFF_1STAR,8,2090
RUNE,T8 Warrior Rune of Efficiency,T8_RUNE_WARRIOR_EFF_2STAR,8,3553
RUNE,T8 Warrior Rune of Efficiency,T8_RUNE_WARRIOR_EFF_3STAR,8,6688
RUNE,T8 Warrior Rune of XP,T8_RUNE_WARRIOR_XP_1STAR,8,2090
RUNE,T8 Warrior Rune of XP,T8_RUNE_WARRIOR_XP_2STAR,8,3553
RUNE,T8 Warrior Rune of XP,T8_RUNE_WARRIOR_XP_3STAR,8,6688
RUNE,T8 Woodcutting Rune of Auto-Refine,T8_RUNE_WOOD_AUTO_1STAR,8,2090
RUNE,T8 Woodcutting Rune of Auto-Refine,T8_RUNE_WOOD_AUTO_2STAR,8,3553
RUNE,T8 Woodcutting Rune of Auto-Refine,T8_RUNE_WOOD_AUTO_3STAR,8,6688
RUNE,T8 Woodcutting Rune of Duplication,T8_RUNE_WOOD_DUPLIC_1STAR,8,2090
RUNE,T8 Woodcutting Rune of Duplication,T8_RUNE_WOOD_DUPLIC_2STAR,8,3553
RUNE,T8 Woodcutting Rune of Duplication,T8_RUNE_WOOD_DUPLIC_3STAR,8,6688
RUNE,T8 Woodcutting Rune of XP,T8_RUNE_WOOD_XP_1STAR,8,2090
RUNE,T8 Woodcutting Rune of XP,T8_RUNE_WOOD_XP_2STAR,8,3553
RUNE,T8 Woodcutting Rune of XP,T8_RUNE_WOOD_XP_3STAR,8,6688
RUNE,T9 Alchemy Rune of Duplication,T9_RUNE_ALCHEMY_DUPLIC_1STAR,9,2640
RUNE,T9 Alchemy Rune of Duplication,T9_RUNE_ALCHEMY_DUPLIC_2STAR,9,4488
RUNE,T9 Alchemy Rune of Duplication,T9_RUNE_ALCHEMY_DUPLIC_3STAR,9,8448
RUNE,T9 Alchemy Rune of Efficiency,T9_RUNE_ALCHEMY_EFF_1STAR,9,2640
RUNE,T9 Alchemy Rune of Efficiency,T9_RUNE_ALCHEMY_EFF_2STAR,9,4488
RUNE,T9 Alchemy Rune of Efficiency,T9_RUNE_ALCHEMY_EFF_3STAR,9,8448
RUNE,T9 Alchemy Rune of XP,T9_RUNE_ALCHEMY_XP_1STAR,9,2640
RUNE,T9 Alchemy Rune of XP,T9_RUNE_ALCHEMY_XP_2STAR,9,4488
RUNE,T9 Alchemy Rune of XP,T9_RUNE_ALCHEMY_XP_3STAR,9,8448
RUNE,T9 Cloth Rune of Duplication,T9_RUNE_CLOTH_DUPLIC_1STAR,9,2640
RUNE,T9 Cloth Rune of Duplication,T9_RUNE_CLOTH_DUPLIC_2STAR,9,4488
RUNE,T9 Cloth Rune of Duplication,T9_RUNE_CLOTH_DUPLIC_3STAR,9,8448
RUNE,T9 Cloth Rune of Efficiency,T9_RUNE_CLOTH_EFF_1STAR,9,2640
RUNE,T9 Cloth Rune of Efficiency,T9_RUNE_CLOTH_EFF_2STAR,9,4488
RUNE,T9 Cloth Rune of Efficiency,T9_RUNE_CLOTH_EFF_3STAR,9,8448
RUNE,T9 Cloth Rune of XP,T9_RUNE_CLOTH_XP_1STAR,9,2640
RUNE,T9 Cloth Rune of XP,T9_RUNE_CLOTH_XP_2STAR,9,4488
RUNE,T9 Cloth Rune of XP,T9_RUNE_CLOTH_XP_3STAR,9,8448
RUNE,T9 Combat Rune of Attack,T9_RUNE_ATTACK_ATTACK_1STAR,9,2640
RUNE,T9 Combat Rune of Attack,T9_RUNE_ATTACK_ATTACK_2STAR,9,4488
RUNE,T9 Combat Rune of Attack,T9_RUNE_ATTACK_ATTACK_3STAR,9,8448
RUNE,T9 Combat Rune of Attack Speed,T9_RUNE_ATTACK_ATTACK_SPEED_1STAR,9,2640
RUNE,T9 Combat Rune of Attack Speed,T9_RUNE_ATTACK_ATTACK_SPEED_2STAR,9,4488
RUNE,T9 Combat Rune of Attack Speed,T9_RUNE_ATTACK_ATTACK_SPEED_3STAR,9,8448
RUNE,T9 Combat Rune of Burst,T9_RUNE_ATTACK_BURST_1STAR,9,2640
RUNE,T9 Combat Rune of Burst,T9_RUNE_ATTACK_BURST_2STAR,9,4488
RUNE,T9 Combat Rune of Burst,T9_RUNE_ATTACK_BURST_3STAR,9,8448
RUNE,T9 Combat Rune of Food Saving,T9_RUNE_ATTACK_SAVE_FOOD_1STAR,9,2640
RUNE,T9 Combat Rune of Food Saving,T9_RUNE_ATTACK_SAVE_FOOD_2STAR,9,4488
RUNE,T9 Combat Rune of Food Saving,T9_RUNE_ATTACK_SAVE_FOOD_3STAR,9,8448
RUNE,T9 Cooking Rune of Duplication,T9_RUNE_COOKING_DUPLIC_1STAR,9,2640
RUNE,T9 Cooking Rune of Duplication,T9_RUNE_COOKING_DUPLIC_2STAR,9,4488
RUNE,T9 Cooking Rune of Duplication,T9_RUNE_COOKING_DUPLIC_3STAR,9,8448
RUNE,T9 Cooking Rune of Efficiency,T9_RUNE_COOKING_EFF_1STAR,9,2640
RUNE,T9 Cooking Rune of Efficiency,T9_RUNE_COOKING_EFF_2STAR,9,4488
RUNE,T9 Cooking Rune of Efficiency,T9_RUNE_COOKING_EFF_3STAR,9,8448
RUNE,T9 Cooking Rune of XP,T9_RUNE_COOKING_XP_1STAR,9,2640
RUNE,T9 Cooking Rune of XP,T9_RUNE_COOKING_XP_2STAR,9,4488
RUNE,T9 Cooking Rune of XP,T9_RUNE_COOKING_XP_3STAR,9,8448
RUNE,T9 Extract Rune of Duplication,T9_RUNE_EXTRACT_DUPLIC_1STAR,9,2640
RUNE,T9 Extract Rune of Duplication,T9_RUNE_EXTRACT_DUPLIC_2STAR,9,4488
RUNE,T9 Extract Rune of Duplication,T9_RUNE_EXTRACT_DUPLIC_3STAR,9,8448
RUNE,T9 Extract Rune of Efficiency,T9_RUNE_EXTRACT_EFF_1STAR,9,2640
RUNE,T9 Extract Rune of Efficiency,T9_RUNE_EXTRACT_EFF_2STAR,9,4488
RUNE,T9 Extract Rune of Efficiency,T9_RUNE_EXTRACT_EFF_3STAR,9,8448
RUNE,T9 Extract Rune of XP,T9_RUNE_EXTRACT_XP_1STAR,9,2640
RUNE,T9 Extract Rune of XP,T9_RUNE_EXTRACT_XP_2STAR,9,4488
RUNE,T9 Extract Rune of XP,T9_RUNE_EXTRACT_XP_3STAR,9,8448
RUNE,T9 Fiber Rune of Auto-Refine,T9_RUNE_FIBER_AUTO_1STAR,9,2640
RUNE,T9 Fiber Rune of Auto-Refine,T9_RUNE_FIBER_AUTO_2STAR,9,4488
RUNE,T9 Fiber Rune of Auto-Refine,T9_RUNE_FIBER_AUTO_3STAR,9,8448
RUNE,T9 Fiber Rune of Duplication,T9_RUNE_FIBER_DUPLIC_1STAR,9,2640
RUNE,T9 Fiber Rune of Duplication,T9_RUNE_FIBER_DUPLIC_2STAR,9,4488
RUNE,T9 Fiber Rune of Duplication,T9_RUNE_FIBER_DUPLIC_3STAR,9,8448
RUNE,T9 Fiber Rune of XP,T9_RUNE_FIBER_XP_1STAR,9,2640
RUNE,T9 Fiber Rune of XP,T9_RUNE_FIBER_XP_2STAR,9,4488
RUNE,T9 Fiber Rune of XP,T9_RUNE_FIBER_XP_3STAR,9,8448
RUNE,T9 Fishing Rune of Auto-Cooking,T9_RUNE_FISH_AUTO_1STAR,9,2640
RUNE,T9 Fishing Rune of Auto-Cooking,T9_RUNE_FISH_AUTO_2STAR,9,4488
RUNE,T9 Fishing Rune of Auto-Cooking,T9_RUNE_FISH_AUTO_3STAR,9,8448
RUNE,T9 Fishing Rune of Duplication,T9_RUNE_FISH_DUPLIC_1STAR,9,2640
RUNE,T9 Fishing Rune of Duplication,T9_RUNE_FISH_DUPLIC_2STAR,9,4488
RUNE,T9 Fishing Rune of Duplication,T9_RUNE_FISH_DUPLIC_3STAR,9,8448
RUNE,T9 Fishing Rune of XP,T9_RUNE_FISH_XP_1STAR,9,2640
RUNE,T9 Fishing Rune of XP,T9_RUNE_FISH_XP_2STAR,9,4488
RUNE,T9 Fishing Rune of XP,T9_RUNE_FISH_XP_3STAR,9,8448
RUNE,T9 Herbalism Rune of Auto-Refine,T9_RUNE_HERB_AUTO_1STAR,9,2640
RUNE,T9 Herbalism Rune of Auto-Refine,T9_RUNE_HERB_AUTO_2STAR,9,4488
RUNE,T9 Herbalism Rune of Auto-Refine,T9_RUNE_HERB_AUTO_3STAR,9,8448
RUNE,T9 Herbalism Rune of Duplication,T9_RUNE_HERB_DUPLIC_1STAR,9,2640
RUNE,T9 Herbalism Rune of Duplication,T9_RUNE_HERB_DUPLIC_2STAR,9,4488
RUNE,T9 Herbalism Rune of Duplication,T9_RUNE_HERB_DUPLIC_3STAR,9,8448
RUNE,T9 Herbalism Rune of XP,T9_RUNE_HERB_XP_1STAR,9,2640
RUNE,T9 Herbalism Rune of XP,T9_RUNE_HERB_XP_2STAR,9,4488
RUNE,T9 Herbalism Rune of XP,T9_RUNE_HERB_XP_3STAR,9,8448
RUNE,T9 Hunter Rune of Duplication,T9_RUNE_HUNTER_DUPLIC_1STAR,9,2640
RUNE,T9 Hunter Rune of Duplication,T9_RUNE_HUNTER_DUPLIC_2STAR,9,4488
RUNE,T9 Hunter Rune of Duplication,T9_RUNE_HUNTER_DUPLIC_3STAR,9,8448
RUNE,T9 Hunter Rune of Efficiency,T9_RUNE_HUNTER_EFF_1STAR,9,2640
RUNE,T9 Hunter Rune of Efficiency,T9_RUNE_HUNTER_EFF_2STAR,9,4488
RUNE,T9 Hunter Rune of Efficiency,T9_RUNE_HUNTER_EFF_3STAR,9,8448
RUNE,T9 Hunter Rune of XP,T9_RUNE_HUNTER_XP_1STAR,9,2640
RUNE,T9 Hunter Rune of XP,T9_RUNE_HUNTER_XP_2STAR,9,4488
RUNE,T9 Hunter Rune of XP,T9_RUNE_HUNTER_XP_3STAR,9,8448
RUNE,T9 Leather Rune of Duplication,T9_RUNE_LEATHER_DUPLIC_1STAR,9,2640
RUNE,T9 Leather Rune of Duplication,T9_RUNE_LEATHER_DUPLIC_2STAR,9,4488
RUNE,T9 Leather Rune of Duplication,T9_RUNE_LEATHER_DUPLIC_3STAR,9,8448
RUNE,T9 Leather Rune of Efficiency,T9_RUNE_LEATHER_EFF_1STAR,9,2640
RUNE,T9 Leather Rune of Efficiency,T9_RUNE_LEATHER_EFF_2STAR,9,4488
RUNE,T9 Leather Rune of Efficiency,T9_RUNE_LEATHER_EFF_3STAR,9,8448
RUNE,T9 Leather Rune of XP,T9_RUNE_LEATHER_XP_1STAR,9,2640
RUNE,T9 Leather Rune of XP,T9_RUNE_LEATHER_XP_2STAR,9,4488
RUNE,T9 Leather Rune of XP,T9_RUNE_LEATHER_XP_3STAR,9,8448
RUNE,T9 Mage Rune of Duplication,T9_RUNE_MAGE_DUPLIC_1STAR,9,2640
RUNE,T9 Mage Rune of Duplication,T9_RUNE_MAGE_DUPLIC_2STAR,9,4488
RUNE,T9 Mage Rune of Duplication,T9_RUNE_MAGE_DUPLIC_3STAR,9,8448
RUNE,T9 Mage Rune of Efficiency,T9_RUNE_MAGE_EFF_1STAR,9,2640
RUNE,T9 Mage Rune of Efficiency,T9_RUNE_MAGE_EFF_2STAR,9,4488
RUNE,T9 Mage Rune of Efficiency,T9_RUNE_MAGE_EFF_3STAR,9,8448
RUNE,T9 Mage Rune of XP,T9_RUNE_MAGE_XP_1STAR,9,2640
RUNE,T9 Mage Rune of XP,T9_RUNE_MAGE_XP_2STAR,9,4488
RUNE,T9 Mage Rune of XP,T9_RUNE_MAGE_XP_3STAR,9,8448
RUNE,T9 Metal Rune of Duplication,T9_RUNE_METAL_DUPLIC_1STAR,9,2640
RUNE,T9 Metal Rune of Duplication,T9_RUNE_METAL_DUPLIC_2STAR,9,4488
RUNE,T9 Metal Rune of Duplication,T9_RUNE_METAL_DUPLIC_3STAR,9,8448
RUNE,T9 Metal Rune of Efficiency,T9_RUNE_METAL_EFF_1STAR,9,2640
RUNE,T9 Metal Rune of Efficiency,T9_RUNE_METAL_EFF_2STAR,9,4488
RUNE,T9 Metal Rune of Efficiency,T9_RUNE_METAL_EFF_3STAR,9,8448
RUNE,T9 Metal Rune of XP,T9_RUNE_METAL_XP_1STAR,9,2640
RUNE,T9 Metal Rune of XP,T9_RUNE_METAL_XP_2STAR,9,4488
RUNE,T9 Metal Rune of XP,T9_RUNE_METAL_XP_3STAR,9,8448
RUNE,T9 Mining Rune of Auto-Refine,T9_RUNE_ORE_AUTO_1STAR,9,2640
RUNE,T9 Mining Rune of Auto-Refine,T9_RUNE_ORE_AUTO_2STAR,9,4488
RUNE,T9 Mining Rune of Auto-Refine,T9_RUNE_ORE_AUTO_3STAR,9,8448
RUNE,T9 Mining Rune of Duplication,T9_RUNE_ORE_DUPLIC_1STAR,9,2640
RUNE,T9 Mining Rune of Duplication,T9_RUNE_ORE_DUPLIC_2STAR,9,4488
RUNE,T9 Mining Rune of Duplication,T9_RUNE_ORE_DUPLIC_3STAR,9,8448
RUNE,T9 Mining Rune of XP,T9_RUNE_ORE_XP_1STAR,9,2640
RUNE,T9 Mining Rune of XP,T9_RUNE_ORE_XP_2STAR,9,4488
RUNE,T9 Mining Rune of XP,T9_RUNE_ORE_XP_3STAR,9,8448
RUNE,T9 Plank Rune of Duplication,T9_RUNE_PLANK_DUPLIC_1STAR,9,2640
RUNE,T9 Plank Rune of Duplication,T9_RUNE_PLANK_DUPLIC_2STAR,9,4488
RUNE,T9 Plank Rune of Duplication,T9_RUNE_PLANK_DUPLIC_3STAR,9,8448
RUNE,T9 Plank Rune of Efficiency,T9_RUNE_PLANK_EFF_1STAR,9,2640
RUNE,T9 Plank Rune of Efficiency,T9_RUNE_PLANK_EFF_2STAR,9,4488
RUNE,T9 Plank Rune of Efficiency,T9_RUNE_PLANK_EFF_3STAR,9,8448
RUNE,T9 Plank Rune of XP,T9_RUNE_PLANK_XP_1STAR,9,2640
RUNE,T9 Plank Rune of XP,T9_RUNE_PLANK_XP_2STAR,9,4488
RUNE,T9 Plank Rune of XP,T9_RUNE_PLANK_XP_3STAR,9,8448
RUNE,T9 Skinning Rune of Auto-Refine,T9_RUNE_HIDE_AUTO_1STAR,9,2640
RUNE,T9 Skinning Rune of Auto-Refine,T9_RUNE_HIDE_AUTO_2STAR,9,4488
RUNE,T9 Skinning Rune of Auto-Refine,T9_RUNE_HIDE_AUTO_3STAR,9,8448
RUNE,T9 Skinning Rune of Duplication,T9_RUNE_HIDE_DUPLIC_1STAR,9,2640
RUNE,T9 Skinning Rune of Duplication,T9_RUNE_HIDE_DUPLIC_2STAR,9,4488
RUNE,T9 Skinning Rune of Duplication,T9_RUNE_HIDE_DUPLIC_3STAR,9,8448
RUNE,T9 Skinning Rune of XP,T9_RUNE_HIDE_XP_1STAR,9,2640
RUNE,T9 Skinning Rune of XP,T9_RUNE_HIDE_XP_2STAR,9,4488
RUNE,T9 Skinning Rune of XP,T9_RUNE_HIDE_XP_3STAR,9,8448
RUNE,T9 Tools Rune of Duplication,T9_RUNE_TOOLS_DUPLIC_1STAR,9,2640
RUNE,T9 Tools Rune of Duplication,T9_RUNE_TOOLS_DUPLIC_2STAR,9,4488
RUNE,T9 Tools Rune of Duplication,T9_RUNE_TOOLS_DUPLIC_3STAR,9,8448
RUNE,T9 Tools Rune of Efficiency,T9_RUNE_TOOLS_EFF_1STAR,9,2640
RUNE,T9 Tools Rune of Efficiency,T9_RUNE_TOOLS_EFF_2STAR,9,4488
RUNE,T9 Tools Rune of Efficiency,T9_RUNE_TOOLS_EFF_3STAR,9,8448
RUNE,T9 Tools Rune of XP,T9_RUNE_TOOLS_XP_1STAR,9,2640
RUNE,T9 Tools Rune of XP,T9_RUNE_TOOLS_XP_2STAR,9,4488
RUNE,T9 Tools Rune of XP,T9_RUNE_TOOLS_XP_3STAR,9,8448
RUNE,T9 Warrior Rune of Duplication,T9_RUNE_WARRIOR_DUPLIC_1STAR,9,2640
RUNE,T9 Warrior Rune of Duplication,T9_RUNE_WARRIOR_DUPLIC_2STAR,9,4488
RUNE,T9 Warrior Rune of Duplication,T9_RUNE_WARRIOR_DUPLIC_3STAR,9,8448
RUNE,T9 Warrior Rune of Efficiency,T9_RUNE_WARRIOR_EFF_1STAR,9,2640
RUNE,T9 Warrior Rune of Efficiency,T9_RUNE_WARRIOR_EFF_2STAR,9,4488
RUNE,T9 Warrior Rune of Efficiency,T9_RUNE_WARRIOR_EFF_3STAR,9,8448
RUNE,T9 Warrior Rune of XP,T9_RUNE_WARRIOR_XP_1STAR,9,2640
RUNE,T9 Warrior Rune of XP,T9_RUNE_WARRIOR_XP_2STAR,9,4488
RUNE,T9 Warrior Rune of XP,T9_RUNE_WARRIOR_XP_3STAR,9,8448
RUNE,T9 Woodcutting Rune of Auto-Refine,T9_RUNE_WOOD_AUTO_1STAR,9,2640
RUNE,T9 Woodcutting Rune of Auto-Refine,T9_RUNE_WOOD_AUTO_2STAR,9,4488
RUNE,T9 Woodcutting Rune of Auto-Refine,T9_RUNE_WOOD_AUTO_3STAR,9,8448
RUNE,T9 Woodcutting Rune of Duplication,T9_RUNE_WOOD_DUPLIC_1STAR,9,2640
RUNE,T9 Woodcutting Rune of Duplication,T9_RUNE_WOOD_DUPLIC_2STAR,9,4488
RUNE,T9 Woodcutting Rune of Duplication,T9_RUNE_WOOD_DUPLIC_3STAR,9,8448
RUNE,T9 Woodcutting Rune of XP,T9_RUNE_WOOD_XP_1STAR,9,2640
RUNE,T9 Woodcutting Rune of XP,T9_RUNE_WOOD_XP_2STAR,9,4488
RUNE,T9 Woodcutting Rune of XP,T9_RUNE_WOOD_XP_3STAR,9,8448
RUNE,T10 Alchemy Rune of Duplication,T10_RUNE_ALCHEMY_DUPLIC_1STAR,10,3256
RUNE,T10 Alchemy Rune of Duplication,T10_RUNE_ALCHEMY_DUPLIC_2STAR,10,5535
RUNE,T10 Alchemy Rune of Duplication,T10_RUNE_ALCHEMY_DUPLIC_3STAR,10,10419
RUNE,T10 Alchemy Rune of Efficiency,T10_RUNE_ALCHEMY_EFF_1STAR,10,3256
RUNE,T10 Alchemy Rune of Efficiency,T10_RUNE_ALCHEMY_EFF_2STAR,10,5535
RUNE,T10 Alchemy Rune of Efficiency,T10_RUNE_ALCHEMY_EFF_3STAR,10,10419
RUNE,T10 Alchemy Rune of XP,T10_RUNE_ALCHEMY_XP_1STAR,10,3256
RUNE,T10 Alchemy Rune of XP,T10_RUNE_ALCHEMY_XP_2STAR,10,5535
RUNE,T10 Alchemy Rune of XP,T10_RUNE_ALCHEMY_XP_3STAR,10,10419
RUNE,T10 Cloth Rune of Duplication,T10_RUNE_CLOTH_DUPLIC_1STAR,10,3256
RUNE,T10 Cloth Rune of Duplication,T10_RUNE_CLOTH_DUPLIC_2STAR,10,5535
RUNE,T10 Cloth Rune of Duplication,T10_RUNE_CLOTH_DUPLIC_3STAR,10,10419
RUNE,T10 Cloth Rune of Efficiency,T10_RUNE_CLOTH_EFF_1STAR,10,3256
RUNE,T10 Cloth Rune of Efficiency,T10_RUNE_CLOTH_EFF_2STAR,10,5535
RUNE,T10 Cloth Rune of Efficiency,T10_RUNE_CLOTH_EFF_3STAR,10,10419
RUNE,T10 Cloth Rune of XP,T10_RUNE_CLOTH_XP_1STAR,10,3256
RUNE,T10 Cloth Rune of XP,T10_RUNE_CLOTH_XP_2STAR,10,5535
RUNE,T10 Cloth Rune of XP,T10_RUNE_CLOTH_XP_3STAR,10,10419
RUNE,T10 Combat Rune of Attack,T10_RUNE_ATTACK_ATTACK_1STAR,10,3256
RUNE,T10 Combat Rune of Attack,T10_RUNE_ATTACK_ATTACK_2STAR,10,5535
RUNE,T10 Combat Rune of Attack,T10_RUNE_ATTACK_ATTACK_3STAR,10,10419
RUNE,T10 Combat Rune of Attack Speed,T10_RUNE_ATTACK_ATTACK_SPEED_1STAR,10,3256
RUNE,T10 Combat Rune of Attack Speed,T10_RUNE_ATTACK_ATTACK_SPEED_2STAR,10,5535
RUNE,T10 Combat Rune of Attack Speed,T10_RUNE_ATTACK_ATTACK_SPEED_3STAR,10,10419
RUNE,T10 Combat Rune of Burst,T10_RUNE_ATTACK_BURST_1STAR,10,3256
RUNE,T10 Combat Rune of Burst,T10_RUNE_ATTACK_BURST_2STAR,10,5535
RUNE,T10 Combat Rune of Burst,T10_RUNE_ATTACK_BURST_3STAR,10,10419
RUNE,T10 Combat Rune of Food Saving,T10_RUNE_ATTACK_SAVE_FOOD_1STAR,10,3256
RUNE,T10 Combat Rune of Food Saving,T10_RUNE_ATTACK_SAVE_FOOD_2STAR,10,5535
RUNE,T10 Combat Rune of Food Saving,T10_RUNE_ATTACK_SAVE_FOOD_3STAR,10,10419
RUNE,T10 Cooking Rune of Duplication,T10_RUNE_COOKING_DUPLIC_1STAR,10,3256
RUNE,T10 Cooking Rune of Duplication,T10_RUNE_COOKING_DUPLIC_2STAR,10,5535
RUNE,T10 Cooking Rune of Duplication,T10_RUNE_COOKING_DUPLIC_3STAR,10,10419
RUNE,T10 Cooking Rune of Efficiency,T10_RUNE_COOKING_EFF_1STAR,10,3256
RUNE,T10 Cooking Rune of Efficiency,T10_RUNE_COOKING_EFF_2STAR,10,5535
RUNE,T10 Cooking Rune of Efficiency,T10_RUNE_COOKING_EFF_3STAR,10,10419
RUNE,T10 Cooking Rune of XP,T10_RUNE_COOKING_XP_1STAR,10,3256
RUNE,T10 Cooking Rune of XP,T10_RUNE_COOKING_XP_2STAR,10,5535
RUNE,T10 Cooking Rune of XP,T10_RUNE_COOKING_XP_3STAR,10,10419
RUNE,T10 Extract Rune of Duplication,T10_RUNE_EXTRACT_DUPLIC_1STAR,10,3256
RUNE,T10 Extract Rune of Duplication,T10_RUNE_EXTRACT_DUPLIC_2STAR,10,5535
RUNE,T10 Extract Rune of Duplication,T10_RUNE_EXTRACT_DUPLIC_3STAR,10,10419
RUNE,T10 Extract Rune of Efficiency,T10_RUNE_EXTRACT_EFF_1STAR,10,3256
RUNE,T10 Extract Rune of Efficiency,T10_RUNE_EXTRACT_EFF_2STAR,10,5535
RUNE,T10 Extract Rune of Efficiency,T10_RUNE_EXTRACT_EFF_3STAR,10,10419
RUNE,T10 Extract Rune of XP,T10_RUNE_EXTRACT_XP_1STAR,10,3256
RUNE,T10 Extract Rune of XP,T10_RUNE_EXTRACT_XP_2STAR,10,5535
RUNE,T10 Extract Rune of XP,T10_RUNE_EXTRACT_XP_3STAR,10,10419
RUNE,T10 Fiber Rune of Auto-Refine,T10_RUNE_FIBER_AUTO_1STAR,10,3256
RUNE,T10 Fiber Rune of Auto-Refine,T10_RUNE_FIBER_AUTO_2STAR,10,5535
RUNE,T10 Fiber Rune of Auto-Refine,T10_RUNE_FIBER_AUTO_3STAR,10,10419
RUNE,T10 Fiber Rune of Duplication,T10_RUNE_FIBER_DUPLIC_1STAR,10,3256
RUNE,T10 Fiber Rune of Duplication,T10_RUNE_FIBER_DUPLIC_2STAR,10,5535
RUNE,T10 Fiber Rune of Duplication,T10_RUNE_FIBER_DUPLIC_3STAR,10,10419
RUNE,T10 Fiber Rune of XP,T10_RUNE_FIBER_XP_1STAR,10,3256
RUNE,T10 Fiber Rune of XP,T10_RUNE_FIBER_XP_2STAR,10,5535
RUNE,T10 Fiber Rune of XP,T10_RUNE_FIBER_XP_3STAR,10,10419
RUNE,T10 Fishing Rune of Auto-Cooking,T10_RUNE_FISH_AUTO_1STAR,10,3256
