Category,ID,Name,Tier,Type,CurrentIcon
"SPECIAL > RUNE > T8_RUNE_WARRIOR_EFF_3STAR","T8_RUNE_WARRIOR_EFF_3STAR","T8 Warrior Rune of Efficiency","8","RUNE","NONE"
"SPECIAL > RUNE > T8_RUNE_HUNTER_XP_1STAR","T8_RUNE_HUNTER_XP_1STAR","T8 Hunter Rune of XP","8","RUNE","NONE"
"SPECIAL > RUNE > T8_RUNE_HUNTER_XP_2STAR","T8_RUNE_HUNTER_XP_2STAR","T8 Hunter Rune of XP","8","RUNE","NONE"
"SPECIAL > RUNE > T8_RUNE_HUNTER_XP_3STAR","T8_RUNE_HUNTER_XP_3STAR","T8 Hunter Rune of XP","8","RUNE","NONE"
"SPECIAL > RUNE > T8_RUNE_HUNTER_COPY_1STAR","T8_RUNE_HUNTER_COPY_1STAR","T8 Hunter Rune of Duplication","8","RUNE","NONE"
"SPECIAL > RUNE > T8_RUNE_HUNTER_COPY_2STAR","T8_RUNE_HUNTER_COPY_2STAR","T8 Hunter Rune of Duplication","8","RUNE","NONE"
"SPECIAL > RUNE > T8_RUNE_HUNTER_COPY_3STAR","T8_RUNE_HUNTER_COPY_3STAR","T8 Hunter Rune of Duplication","8","RUNE","NONE"
"SPECIAL > RUNE > T8_RUNE_HUNTER_EFF_1STAR","T8_RUNE_HUNTER_EFF_1STAR","T8 Hunter Rune of Efficiency","8","RUNE","NONE"
"SPECIAL > RUNE > T8_RUNE_HUNTER_EFF_2STAR","T8_RUNE_HUNTER_EFF_2STAR","T8 Hunter Rune of Efficiency","8","RUNE","NONE"
"SPECIAL > RUNE > T8_RUNE_HUNTER_EFF_3STAR","T8_RUNE_HUNTER_EFF_3STAR","T8 Hunter Rune of Efficiency","8","RUNE","NONE"
"SPECIAL > RUNE > T8_RUNE_MAGE_XP_1STAR","T8_RUNE_MAGE_XP_1STAR","T8 Mage Rune of XP","8","RUNE","NONE"
"SPECIAL > RUNE > T8_RUNE_MAGE_XP_2STAR","T8_RUNE_MAGE_XP_2STAR","T8 Mage Rune of XP","8","RUNE","NONE"
"SPECIAL > RUNE > T8_RUNE_MAGE_XP_3STAR","T8_RUNE_MAGE_XP_3STAR","T8 Mage Rune of XP","8","RUNE","NONE"
"SPECIAL > RUNE > T8_RUNE_MAGE_COPY_1STAR","T8_RUNE_MAGE_COPY_1STAR","T8 Mage Rune of Duplication","8","RUNE","NONE"
"SPECIAL > RUNE > T8_RUNE_MAGE_COPY_2STAR","T8_RUNE_MAGE_COPY_2STAR","T8 Mage Rune of Duplication","8","RUNE","NONE"
"SPECIAL > RUNE > T8_RUNE_MAGE_COPY_3STAR","T8_RUNE_MAGE_COPY_3STAR","T8 Mage Rune of Duplication","8","RUNE","NONE"
"SPECIAL > RUNE > T8_RUNE_MAGE_EFF_1STAR","T8_RUNE_MAGE_EFF_1STAR","T8 Mage Rune of Efficiency","8","RUNE","NONE"
"SPECIAL > RUNE > T8_RUNE_MAGE_EFF_2STAR","T8_RUNE_MAGE_EFF_2STAR","T8 Mage Rune of Efficiency","8","RUNE","NONE"
"SPECIAL > RUNE > T8_RUNE_MAGE_EFF_3STAR","T8_RUNE_MAGE_EFF_3STAR","T8 Mage Rune of Efficiency","8","RUNE","NONE"
"SPECIAL > RUNE > T8_RUNE_TOOLS_XP_1STAR","T8_RUNE_TOOLS_XP_1STAR","T8 Tools Rune of XP","8","RUNE","NONE"
"SPECIAL > RUNE > T8_RUNE_TOOLS_XP_2STAR","T8_RUNE_TOOLS_XP_2STAR","T8 Tools Rune of XP","8","RUNE","NONE"
"SPECIAL > RUNE > T8_RUNE_TOOLS_XP_3STAR","T8_RUNE_TOOLS_XP_3STAR","T8 Tools Rune of XP","8","RUNE","NONE"
"SPECIAL > RUNE > T8_RUNE_TOOLS_COPY_1STAR","T8_RUNE_TOOLS_COPY_1STAR","T8 Tools Rune of Duplication","8","RUNE","NONE"
"SPECIAL > RUNE > T8_RUNE_TOOLS_COPY_2STAR","T8_RUNE_TOOLS_COPY_2STAR","T8 Tools Rune of Duplication","8","RUNE","NONE"
"SPECIAL > RUNE > T8_RUNE_TOOLS_COPY_3STAR","T8_RUNE_TOOLS_COPY_3STAR","T8 Tools Rune of Duplication","8","RUNE","NONE"
"SPECIAL > RUNE > T8_RUNE_TOOLS_EFF_1STAR","T8_RUNE_TOOLS_EFF_1STAR","T8 Tools Rune of Efficiency","8","RUNE","NONE"
"SPECIAL > RUNE > T8_RUNE_TOOLS_EFF_2STAR","T8_RUNE_TOOLS_EFF_2STAR","T8 Tools Rune of Efficiency","8","RUNE","NONE"
"SPECIAL > RUNE > T8_RUNE_TOOLS_EFF_3STAR","T8_RUNE_TOOLS_EFF_3STAR","T8 Tools Rune of Efficiency","8","RUNE","NONE"
"SPECIAL > RUNE > T8_RUNE_COOKING_XP_1STAR","T8_RUNE_COOKING_XP_1STAR","T8 Cooking Rune of XP","8","RUNE","NONE"
"SPECIAL > RUNE > T8_RUNE_COOKING_XP_2STAR","T8_RUNE_COOKING_XP_2STAR","T8 Cooking Rune of XP","8","RUNE","NONE"
"SPECIAL > RUNE > T8_RUNE_COOKING_XP_3STAR","T8_RUNE_COOKING_XP_3STAR","T8 Cooking Rune of XP","8","RUNE","NONE"
"SPECIAL > RUNE > T8_RUNE_COOKING_COPY_1STAR","T8_RUNE_COOKING_COPY_1STAR","T8 Cooking Rune of Duplication","8","RUNE","NONE"
"SPECIAL > RUNE > T8_RUNE_COOKING_COPY_2STAR","T8_RUNE_COOKING_COPY_2STAR","T8 Cooking Rune of Duplication","8","RUNE","NONE"
"SPECIAL > RUNE > T8_RUNE_COOKING_COPY_3STAR","T8_RUNE_COOKING_COPY_3STAR","T8 Cooking Rune of Duplication","8","RUNE","NONE"
"SPECIAL > RUNE > T8_RUNE_COOKING_EFF_1STAR","T8_RUNE_COOKING_EFF_1STAR","T8 Cooking Rune of Efficiency","8","RUNE","NONE"
"SPECIAL > RUNE > T8_RUNE_COOKING_EFF_2STAR","T8_RUNE_COOKING_EFF_2STAR","T8 Cooking Rune of Efficiency","8","RUNE","NONE"
"SPECIAL > RUNE > T8_RUNE_COOKING_EFF_3STAR","T8_RUNE_COOKING_EFF_3STAR","T8 Cooking Rune of Efficiency","8","RUNE","NONE"
"SPECIAL > RUNE > T8_RUNE_ALCHEMY_XP_1STAR","T8_RUNE_ALCHEMY_XP_1STAR","T8 Alchemy Rune of XP","8","RUNE","NONE"
"SPECIAL > RUNE > T8_RUNE_ALCHEMY_XP_2STAR","T8_RUNE_ALCHEMY_XP_2STAR","T8 Alchemy Rune of XP","8","RUNE","NONE"
"SPECIAL > RUNE > T8_RUNE_ALCHEMY_XP_3STAR","T8_RUNE_ALCHEMY_XP_3STAR","T8 Alchemy Rune of XP","8","RUNE","NONE"
"SPECIAL > RUNE > T8_RUNE_ALCHEMY_COPY_1STAR","T8_RUNE_ALCHEMY_COPY_1STAR","T8 Alchemy Rune of Duplication","8","RUNE","NONE"
"SPECIAL > RUNE > T8_RUNE_ALCHEMY_COPY_2STAR","T8_RUNE_ALCHEMY_COPY_2STAR","T8 Alchemy Rune of Duplication","8","RUNE","NONE"
"SPECIAL > RUNE > T8_RUNE_ALCHEMY_COPY_3STAR","T8_RUNE_ALCHEMY_COPY_3STAR","T8 Alchemy Rune of Duplication","8","RUNE","NONE"
"SPECIAL > RUNE > T8_RUNE_ALCHEMY_EFF_1STAR","T8_RUNE_ALCHEMY_EFF_1STAR","T8 Alchemy Rune of Efficiency","8","RUNE","NONE"
"SPECIAL > RUNE > T8_RUNE_ALCHEMY_EFF_2STAR","T8_RUNE_ALCHEMY_EFF_2STAR","T8 Alchemy Rune of Efficiency","8","RUNE","NONE"
"SPECIAL > RUNE > T8_RUNE_ALCHEMY_EFF_3STAR","T8_RUNE_ALCHEMY_EFF_3STAR","T8 Alchemy Rune of Efficiency","8","RUNE","NONE"
"SPECIAL > RUNE > T8_RUNE_ATTACK_ATTACK_1STAR","T8_RUNE_ATTACK_ATTACK_1STAR","T8 Combat Rune of Attack","8","RUNE","NONE"
"SPECIAL > RUNE > T8_RUNE_ATTACK_ATTACK_2STAR","T8_RUNE_ATTACK_ATTACK_2STAR","T8 Combat Rune of Attack","8","RUNE","NONE"
"SPECIAL > RUNE > T8_RUNE_ATTACK_ATTACK_3STAR","T8_RUNE_ATTACK_ATTACK_3STAR","T8 Combat Rune of Attack","8","RUNE","NONE"
"SPECIAL > RUNE > T8_RUNE_ATTACK_SAVE_FOOD_1STAR","T8_RUNE_ATTACK_SAVE_FOOD_1STAR","T8 Combat Rune of Food Saving","8","RUNE","NONE"
"SPECIAL > RUNE > T8_RUNE_ATTACK_SAVE_FOOD_2STAR","T8_RUNE_ATTACK_SAVE_FOOD_2STAR","T8 Combat Rune of Food Saving","8","RUNE","NONE"
"SPECIAL > RUNE > T8_RUNE_ATTACK_SAVE_FOOD_3STAR","T8_RUNE_ATTACK_SAVE_FOOD_3STAR","T8 Combat Rune of Food Saving","8","RUNE","NONE"
"SPECIAL > RUNE > T8_RUNE_ATTACK_BURST_1STAR","T8_RUNE_ATTACK_BURST_1STAR","T8 Combat Rune of Burst","8","RUNE","NONE"
"SPECIAL > RUNE > T8_RUNE_ATTACK_BURST_2STAR","T8_RUNE_ATTACK_BURST_2STAR","T8 Combat Rune of Burst","8","RUNE","NONE"
"SPECIAL > RUNE > T8_RUNE_ATTACK_BURST_3STAR","T8_RUNE_ATTACK_BURST_3STAR","T8 Combat Rune of Burst","8","RUNE","NONE"
"SPECIAL > RUNE > T8_RUNE_ATTACK_ATTACK_SPEED_1STAR","T8_RUNE_ATTACK_ATTACK_SPEED_1STAR","T8 Combat Rune of ATTACK_SPEED","8","RUNE","NONE"
"SPECIAL > RUNE > T8_RUNE_ATTACK_ATTACK_SPEED_2STAR","T8_RUNE_ATTACK_ATTACK_SPEED_2STAR","T8 Combat Rune of ATTACK_SPEED","8","RUNE","NONE"
"SPECIAL > RUNE > T8_RUNE_ATTACK_ATTACK_SPEED_3STAR","T8_RUNE_ATTACK_ATTACK_SPEED_3STAR","T8 Combat Rune of ATTACK_SPEED","8","RUNE","NONE"
"SPECIAL > RUNE > T9_RUNE_WOOD_XP_1STAR","T9_RUNE_WOOD_XP_1STAR","T9 Woodcutting Rune of XP","9","RUNE","NONE"
"SPECIAL > RUNE > T9_RUNE_WOOD_XP_2STAR","T9_RUNE_WOOD_XP_2STAR","T9 Woodcutting Rune of XP","9","RUNE","NONE"
"SPECIAL > RUNE > T9_RUNE_WOOD_XP_3STAR","T9_RUNE_WOOD_XP_3STAR","T9 Woodcutting Rune of XP","9","RUNE","NONE"
"SPECIAL > RUNE > T9_RUNE_WOOD_COPY_1STAR","T9_RUNE_WOOD_COPY_1STAR","T9 Woodcutting Rune of Duplication","9","RUNE","NONE"
"SPECIAL > RUNE > T9_RUNE_WOOD_COPY_2STAR","T9_RUNE_WOOD_COPY_2STAR","T9 Woodcutting Rune of Duplication","9","RUNE","NONE"
"SPECIAL > RUNE > T9_RUNE_WOOD_COPY_3STAR","T9_RUNE_WOOD_COPY_3STAR","T9 Woodcutting Rune of Duplication","9","RUNE","NONE"
"SPECIAL > RUNE > T9_RUNE_WOOD_SPEED_1STAR","T9_RUNE_WOOD_SPEED_1STAR","T9 Woodcutting Rune of Auto-Refine","9","RUNE","NONE"
"SPECIAL > RUNE > T9_RUNE_WOOD_SPEED_2STAR","T9_RUNE_WOOD_SPEED_2STAR","T9 Woodcutting Rune of Auto-Refine","9","RUNE","NONE"
"SPECIAL > RUNE > T9_RUNE_WOOD_SPEED_3STAR","T9_RUNE_WOOD_SPEED_3STAR","T9 Woodcutting Rune of Auto-Refine","9","RUNE","NONE"
"SPECIAL > RUNE > T9_RUNE_ORE_XP_1STAR","T9_RUNE_ORE_XP_1STAR","T9 Mining Rune of XP","9","RUNE","NONE"
"SPECIAL > RUNE > T9_RUNE_ORE_XP_2STAR","T9_RUNE_ORE_XP_2STAR","T9 Mining Rune of XP","9","RUNE","NONE"
"SPECIAL > RUNE > T9_RUNE_ORE_XP_3STAR","T9_RUNE_ORE_XP_3STAR","T9 Mining Rune of XP","9","RUNE","NONE"
"SPECIAL > RUNE > T9_RUNE_ORE_COPY_1STAR","T9_RUNE_ORE_COPY_1STAR","T9 Mining Rune of Duplication","9","RUNE","NONE"
"SPECIAL > RUNE > T9_RUNE_ORE_COPY_2STAR","T9_RUNE_ORE_COPY_2STAR","T9 Mining Rune of Duplication","9","RUNE","NONE"
"SPECIAL > RUNE > T9_RUNE_ORE_COPY_3STAR","T9_RUNE_ORE_COPY_3STAR","T9 Mining Rune of Duplication","9","RUNE","NONE"
"SPECIAL > RUNE > T9_RUNE_ORE_SPEED_1STAR","T9_RUNE_ORE_SPEED_1STAR","T9 Mining Rune of Auto-Refine","9","RUNE","NONE"
"SPECIAL > RUNE > T9_RUNE_ORE_SPEED_2STAR","T9_RUNE_ORE_SPEED_2STAR","T9 Mining Rune of Auto-Refine","9","RUNE","NONE"
"SPECIAL > RUNE > T9_RUNE_ORE_SPEED_3STAR","T9_RUNE_ORE_SPEED_3STAR","T9 Mining Rune of Auto-Refine","9","RUNE","NONE"
"SPECIAL > RUNE > T9_RUNE_HIDE_XP_1STAR","T9_RUNE_HIDE_XP_1STAR","T9 Skinning Rune of XP","9","RUNE","NONE"
"SPECIAL > RUNE > T9_RUNE_HIDE_XP_2STAR","T9_RUNE_HIDE_XP_2STAR","T9 Skinning Rune of XP","9","RUNE","NONE"
"SPECIAL > RUNE > T9_RUNE_HIDE_XP_3STAR","T9_RUNE_HIDE_XP_3STAR","T9 Skinning Rune of XP","9","RUNE","NONE"
"SPECIAL > RUNE > T9_RUNE_HIDE_COPY_1STAR","T9_RUNE_HIDE_COPY_1STAR","T9 Skinning Rune of Duplication","9","RUNE","NONE"
"SPECIAL > RUNE > T9_RUNE_HIDE_COPY_2STAR","T9_RUNE_HIDE_COPY_2STAR","T9 Skinning Rune of Duplication","9","RUNE","NONE"
"SPECIAL > RUNE > T9_RUNE_HIDE_COPY_3STAR","T9_RUNE_HIDE_COPY_3STAR","T9 Skinning Rune of Duplication","9","RUNE","NONE"
"SPECIAL > RUNE > T9_RUNE_HIDE_SPEED_1STAR","T9_RUNE_HIDE_SPEED_1STAR","T9 Skinning Rune of Auto-Refine","9","RUNE","NONE"
"SPECIAL > RUNE > T9_RUNE_HIDE_SPEED_2STAR","T9_RUNE_HIDE_SPEED_2STAR","T9 Skinning Rune of Auto-Refine","9","RUNE","NONE"
"SPECIAL > RUNE > T9_RUNE_HIDE_SPEED_3STAR","T9_RUNE_HIDE_SPEED_3STAR","T9 Skinning Rune of Auto-Refine","9","RUNE","NONE"
"SPECIAL > RUNE > T9_RUNE_FIBER_XP_1STAR","T9_RUNE_FIBER_XP_1STAR","T9 Fiber Rune of XP","9","RUNE","NONE"
"SPECIAL > RUNE > T9_RUNE_FIBER_XP_2STAR","T9_RUNE_FIBER_XP_2STAR","T9 Fiber Rune of XP","9","RUNE","NONE"
"SPECIAL > RUNE > T9_RUNE_FIBER_XP_3STAR","T9_RUNE_FIBER_XP_3STAR","T9 Fiber Rune of XP","9","RUNE","NONE"
"SPECIAL > RUNE > T9_RUNE_FIBER_COPY_1STAR","T9_RUNE_FIBER_COPY_1STAR","T9 Fiber Rune of Duplication","9","RUNE","NONE"
"SPECIAL > RUNE > T9_RUNE_FIBER_COPY_2STAR","T9_RUNE_FIBER_COPY_2STAR","T9 Fiber Rune of Duplication","9","RUNE","NONE"
"SPECIAL > RUNE > T9_RUNE_FIBER_COPY_3STAR","T9_RUNE_FIBER_COPY_3STAR","T9 Fiber Rune of Duplication","9","RUNE","NONE"
"SPECIAL > RUNE > T9_RUNE_FIBER_SPEED_1STAR","T9_RUNE_FIBER_SPEED_1STAR","T9 Fiber Rune of Auto-Refine","9","RUNE","NONE"
"SPECIAL > RUNE > T9_RUNE_FIBER_SPEED_2STAR","T9_RUNE_FIBER_SPEED_2STAR","T9 Fiber Rune of Auto-Refine","9","RUNE","NONE"
"SPECIAL > RUNE > T9_RUNE_FIBER_SPEED_3STAR","T9_RUNE_FIBER_SPEED_3STAR","T9 Fiber Rune of Auto-Refine","9","RUNE","NONE"
"SPECIAL > RUNE > T9_RUNE_HERB_XP_1STAR","T9_RUNE_HERB_XP_1STAR","T9 Herbalism Rune of XP","9","RUNE","NONE"
"SPECIAL > RUNE > T9_RUNE_HERB_XP_2STAR","T9_RUNE_HERB_XP_2STAR","T9 Herbalism Rune of XP","9","RUNE","NONE"
"SPECIAL > RUNE > T9_RUNE_HERB_XP_3STAR","T9_RUNE_HERB_XP_3STAR","T9 Herbalism Rune of XP","9","RUNE","NONE"
"SPECIAL > RUNE > T9_RUNE_HERB_COPY_1STAR","T9_RUNE_HERB_COPY_1STAR","T9 Herbalism Rune of Duplication","9","RUNE","NONE"
"SPECIAL > RUNE > T9_RUNE_HERB_COPY_2STAR","T9_RUNE_HERB_COPY_2STAR","T9 Herbalism Rune of Duplication","9","RUNE","NONE"
"SPECIAL > RUNE > T9_RUNE_HERB_COPY_3STAR","T9_RUNE_HERB_COPY_3STAR","T9 Herbalism Rune of Duplication","9","RUNE","NONE"
"SPECIAL > RUNE > T9_RUNE_HERB_SPEED_1STAR","T9_RUNE_HERB_SPEED_1STAR","T9 Herbalism Rune of Auto-Refine","9","RUNE","NONE"
"SPECIAL > RUNE > T9_RUNE_HERB_SPEED_2STAR","T9_RUNE_HERB_SPEED_2STAR","T9 Herbalism Rune of Auto-Refine","9","RUNE","NONE"
"SPECIAL > RUNE > T9_RUNE_HERB_SPEED_3STAR","T9_RUNE_HERB_SPEED_3STAR","T9 Herbalism Rune of Auto-Refine","9","RUNE","NONE"
"SPECIAL > RUNE > T9_RUNE_FISH_XP_1STAR","T9_RUNE_FISH_XP_1STAR","T9 Fishing Rune of XP","9","RUNE","NONE"
"SPECIAL > RUNE > T9_RUNE_FISH_XP_2STAR","T9_RUNE_FISH_XP_2STAR","T9 Fishing Rune of XP","9","RUNE","NONE"
"SPECIAL > RUNE > T9_RUNE_FISH_XP_3STAR","T9_RUNE_FISH_XP_3STAR","T9 Fishing Rune of XP","9","RUNE","NONE"
"SPECIAL > RUNE > T9_RUNE_FISH_COPY_1STAR","T9_RUNE_FISH_COPY_1STAR","T9 Fishing Rune of Duplication","9","RUNE","NONE"
"SPECIAL > RUNE > T9_RUNE_FISH_COPY_2STAR","T9_RUNE_FISH_COPY_2STAR","T9 Fishing Rune of Duplication","9","RUNE","NONE"
"SPECIAL > RUNE > T9_RUNE_FISH_COPY_3STAR","T9_RUNE_FISH_COPY_3STAR","T9 Fishing Rune of Duplication","9","RUNE","NONE"
"SPECIAL > RUNE > T9_RUNE_FISH_SPEED_1STAR","T9_RUNE_FISH_SPEED_1STAR","T9 Fishing Rune of Auto-Cooking","9","RUNE","NONE"
"SPECIAL > RUNE > T9_RUNE_FISH_SPEED_2STAR","T9_RUNE_FISH_SPEED_2STAR","T9 Fishing Rune of Auto-Cooking","9","RUNE","NONE"
"SPECIAL > RUNE > T9_RUNE_FISH_SPEED_3STAR","T9_RUNE_FISH_SPEED_3STAR","T9 Fishing Rune of Auto-Cooking","9","RUNE","NONE"
"SPECIAL > RUNE > T9_RUNE_METAL_XP_1STAR","T9_RUNE_METAL_XP_1STAR","T9 Metal Rune of XP","9","RUNE","NONE"
"SPECIAL > RUNE > T9_RUNE_METAL_XP_2STAR","T9_RUNE_METAL_XP_2STAR","T9 Metal Rune of XP","9","RUNE","NONE"
"SPECIAL > RUNE > T9_RUNE_METAL_XP_3STAR","T9_RUNE_METAL_XP_3STAR","T9 Metal Rune of XP","9","RUNE","NONE"
"SPECIAL > RUNE > T9_RUNE_METAL_COPY_1STAR","T9_RUNE_METAL_COPY_1STAR","T9 Metal Rune of Duplication","9","RUNE","NONE"
"SPECIAL > RUNE > T9_RUNE_METAL_COPY_2STAR","T9_RUNE_METAL_COPY_2STAR","T9 Metal Rune of Duplication","9","RUNE","NONE"
"SPECIAL > RUNE > T9_RUNE_METAL_COPY_3STAR","T9_RUNE_METAL_COPY_3STAR","T9 Metal Rune of Duplication","9","RUNE","NONE"
"SPECIAL > RUNE > T9_RUNE_METAL_EFF_1STAR","T9_RUNE_METAL_EFF_1STAR","T9 Metal Rune of Efficiency","9","RUNE","NONE"
"SPECIAL > RUNE > T9_RUNE_METAL_EFF_2STAR","T9_RUNE_METAL_EFF_2STAR","T9 Metal Rune of Efficiency","9","RUNE","NONE"
"SPECIAL > RUNE > T9_RUNE_METAL_EFF_3STAR","T9_RUNE_METAL_EFF_3STAR","T9 Metal Rune of Efficiency","9","RUNE","NONE"
"SPECIAL > RUNE > T9_RUNE_PLANK_XP_1STAR","T9_RUNE_PLANK_XP_1STAR","T9 Plank Rune of XP","9","RUNE","NONE"
"SPECIAL > RUNE > T9_RUNE_PLANK_XP_2STAR","T9_RUNE_PLANK_XP_2STAR","T9 Plank Rune of XP","9","RUNE","NONE"
"SPECIAL > RUNE > T9_RUNE_PLANK_XP_3STAR","T9_RUNE_PLANK_XP_3STAR","T9 Plank Rune of XP","9","RUNE","NONE"
"SPECIAL > RUNE > T9_RUNE_PLANK_COPY_1STAR","T9_RUNE_PLANK_COPY_1STAR","T9 Plank Rune of Duplication","9","RUNE","NONE"
"SPECIAL > RUNE > T9_RUNE_PLANK_COPY_2STAR","T9_RUNE_PLANK_COPY_2STAR","T9 Plank Rune of Duplication","9","RUNE","NONE"
"SPECIAL > RUNE > T9_RUNE_PLANK_COPY_3STAR","T9_RUNE_PLANK_COPY_3STAR","T9 Plank Rune of Duplication","9","RUNE","NONE"
"SPECIAL > RUNE > T9_RUNE_PLANK_EFF_1STAR","T9_RUNE_PLANK_EFF_1STAR","T9 Plank Rune of Efficiency","9","RUNE","NONE"
"SPECIAL > RUNE > T9_RUNE_PLANK_EFF_2STAR","T9_RUNE_PLANK_EFF_2STAR","T9 Plank Rune of Efficiency","9","RUNE","NONE"
"SPECIAL > RUNE > T9_RUNE_PLANK_EFF_3STAR","T9_RUNE_PLANK_EFF_3STAR","T9 Plank Rune of Efficiency","9","RUNE","NONE"
"SPECIAL > RUNE > T9_RUNE_LEATHER_XP_1STAR","T9_RUNE_LEATHER_XP_1STAR","T9 Leather Rune of XP","9","RUNE","NONE"
"SPECIAL > RUNE > T9_RUNE_LEATHER_XP_2STAR","T9_RUNE_LEATHER_XP_2STAR","T9 Leather Rune of XP","9","RUNE","NONE"
"SPECIAL > RUNE > T9_RUNE_LEATHER_XP_3STAR","T9_RUNE_LEATHER_XP_3STAR","T9 Leather Rune of XP","9","RUNE","NONE"
"SPECIAL > RUNE > T9_RUNE_LEATHER_COPY_1STAR","T9_RUNE_LEATHER_COPY_1STAR","T9 Leather Rune of Duplication","9","RUNE","NONE"
"SPECIAL > RUNE > T9_RUNE_LEATHER_COPY_2STAR","T9_RUNE_LEATHER_COPY_2STAR","T9 Leather Rune of Duplication","9","RUNE","NONE"
"SPECIAL > RUNE > T9_RUNE_LEATHER_COPY_3STAR","T9_RUNE_LEATHER_COPY_3STAR","T9 Leather Rune of Duplication","9","RUNE","NONE"
"SPECIAL > RUNE > T9_RUNE_LEATHER_EFF_1STAR","T9_RUNE_LEATHER_EFF_1STAR","T9 Leather Rune of Efficiency","9","RUNE","NONE"
"SPECIAL > RUNE > T9_RUNE_LEATHER_EFF_2STAR","T9_RUNE_LEATHER_EFF_2STAR","T9 Leather Rune of Efficiency","9","RUNE","NONE"
"SPECIAL > RUNE > T9_RUNE_LEATHER_EFF_3STAR","T9_RUNE_LEATHER_EFF_3STAR","T9 Leather Rune of Efficiency","9","RUNE","NONE"
"SPECIAL > RUNE > T9_RUNE_CLOTH_XP_1STAR","T9_RUNE_CLOTH_XP_1STAR","T9 Cloth Rune of XP","9","RUNE","NONE"
"SPECIAL > RUNE > T9_RUNE_CLOTH_XP_2STAR","T9_RUNE_CLOTH_XP_2STAR","T9 Cloth Rune of XP","9","RUNE","NONE"
"SPECIAL > RUNE > T9_RUNE_CLOTH_XP_3STAR","T9_RUNE_CLOTH_XP_3STAR","T9 Cloth Rune of XP","9","RUNE","NONE"
"SPECIAL > RUNE > T9_RUNE_CLOTH_COPY_1STAR","T9_RUNE_CLOTH_COPY_1STAR","T9 Cloth Rune of Duplication","9","RUNE","NONE"
"SPECIAL > RUNE > T9_RUNE_CLOTH_COPY_2STAR","T9_RUNE_CLOTH_COPY_2STAR","T9 Cloth Rune of Duplication","9","RUNE","NONE"
"SPECIAL > RUNE > T9_RUNE_CLOTH_COPY_3STAR","T9_RUNE_CLOTH_COPY_3STAR","T9 Cloth Rune of Duplication","9","RUNE","NONE"
"SPECIAL > RUNE > T9_RUNE_CLOTH_EFF_1STAR","T9_RUNE_CLOTH_EFF_1STAR","T9 Cloth Rune of Efficiency","9","RUNE","NONE"
"SPECIAL > RUNE > T9_RUNE_CLOTH_EFF_2STAR","T9_RUNE_CLOTH_EFF_2STAR","T9 Cloth Rune of Efficiency","9","RUNE","NONE"
"SPECIAL > RUNE > T9_RUNE_CLOTH_EFF_3STAR","T9_RUNE_CLOTH_EFF_3STAR","T9 Cloth Rune of Efficiency","9","RUNE","NONE"
"SPECIAL > RUNE > T9_RUNE_EXTRACT_XP_1STAR","T9_RUNE_EXTRACT_XP_1STAR","T9 Extract Rune of XP","9","RUNE","NONE"
"SPECIAL > RUNE > T9_RUNE_EXTRACT_XP_2STAR","T9_RUNE_EXTRACT_XP_2STAR","T9 Extract Rune of XP","9","RUNE","NONE"
"SPECIAL > RUNE > T9_RUNE_EXTRACT_XP_3STAR","T9_RUNE_EXTRACT_XP_3STAR","T9 Extract Rune of XP","9","RUNE","NONE"
"SPECIAL > RUNE > T9_RUNE_EXTRACT_COPY_1STAR","T9_RUNE_EXTRACT_COPY_1STAR","T9 Extract Rune of Duplication","9","RUNE","NONE"
"SPECIAL > RUNE > T9_RUNE_EXTRACT_COPY_2STAR","T9_RUNE_EXTRACT_COPY_2STAR","T9 Extract Rune of Duplication","9","RUNE","NONE"
"SPECIAL > RUNE > T9_RUNE_EXTRACT_COPY_3STAR","T9_RUNE_EXTRACT_COPY_3STAR","T9 Extract Rune of Duplication","9","RUNE","NONE"
"SPECIAL > RUNE > T9_RUNE_EXTRACT_EFF_1STAR","T9_RUNE_EXTRACT_EFF_1STAR","T9 Extract Rune of Efficiency","9","RUNE","NONE"
"SPECIAL > RUNE > T9_RUNE_EXTRACT_EFF_2STAR","T9_RUNE_EXTRACT_EFF_2STAR","T9 Extract Rune of Efficiency","9","RUNE","NONE"
"SPECIAL > RUNE > T9_RUNE_EXTRACT_EFF_3STAR","T9_RUNE_EXTRACT_EFF_3STAR","T9 Extract Rune of Efficiency","9","RUNE","NONE"
"SPECIAL > RUNE > T9_RUNE_WARRIOR_XP_1STAR","T9_RUNE_WARRIOR_XP_1STAR","T9 Warrior Rune of XP","9","RUNE","NONE"
"SPECIAL > RUNE > T9_RUNE_WARRIOR_XP_2STAR","T9_RUNE_WARRIOR_XP_2STAR","T9 Warrior Rune of XP","9","RUNE","NONE"
"SPECIAL > RUNE > T9_RUNE_WARRIOR_XP_3STAR","T9_RUNE_WARRIOR_XP_3STAR","T9 Warrior Rune of XP","9","RUNE","NONE"
"SPECIAL > RUNE > T9_RUNE_WARRIOR_COPY_1STAR","T9_RUNE_WARRIOR_COPY_1STAR","T9 Warrior Rune of Duplication","9","RUNE","NONE"
"SPECIAL > RUNE > T9_RUNE_WARRIOR_COPY_2STAR","T9_RUNE_WARRIOR_COPY_2STAR","T9 Warrior Rune of Duplication","9","RUNE","NONE"
