Category;Slot;Item ID;Full Name;Tier;Quality;IP;Damage;Defense;HP;Attack Speed / Speed;Crit Chance;Efficiency %;Resources Required
Hunter;LEATHER_HELMET;T8_LEATHER_HELMET_Q4;"Masterpiece Leather Helmet";8;Masterpiece;1000;0;191.8;805.8;0;0;0;"20x T8_LEATHER"
Hunter;LEATHER_HELMET;T9_LEATHER_HELMET;"Leather Helmet";9;Normal;900;0;201.4;846;0;0;0;"20x T9_LEATHER"
Hunter;LEATHER_HELMET;T9_LEATHER_HELMET_Q1;"Good Leather Helmet";9;Good;920;0;211.5;888.4;0;0;0;"20x T9_LEATHER"
Hunter;LEATHER_HELMET;T9_LEATHER_HELMET_Q2;"Outstanding Leather Helmet";9;Outstanding;950;0;222.1;932.8;0;0;0;"20x T9_LEATHER"
Hunter;LEATHER_HELMET;T9_LEATHER_HELMET_Q3;"Excellent Leather Helmet";9;Excellent;1000;0;233.2;979.4;0;0;0;"20x T9_LEATHER"
Hunter;LEATHER_HELMET;T9_LEATHER_HELMET_Q4;"Masterpiece Leather Helmet";9;Masterpiece;1100;0;244.9;1028.4;0;0;0;"20x T9_LEATHER"
Hunter;LEATHER_HELMET;T10_LEATHER_HELMET;"Leather Helmet";10;Normal;1000;0;257.1;1079.8;0;0;0;"20x T10_LEATHER"
Hunter;LEATHER_HELMET;T10_LEATHER_HELMET_Q1;"Good Leather Helmet";10;Good;1020;0;269.9;1133.8;0;0;0;"20x T10_LEATHER"
Hunter;LEATHER_HELMET;T10_LEATHER_HELMET_Q2;"Outstanding Leather Helmet";10;Outstanding;1050;0;283.4;1190.5;0;0;0;"20x T10_LEATHER"
Hunter;LEATHER_HELMET;T10_LEATHER_HELMET_Q3;"Excellent Leather Helmet";10;Excellent;1100;0;297.6;1250;0;0;0;"20x T10_LEATHER"
Hunter;LEATHER_HELMET;T10_LEATHER_HELMET_Q4;"Masterpiece Leather Helmet";10;Masterpiece;1200;0;312.5;1312.5;0;0;0;"20x T10_LEATHER"
Hunter;LEATHER_BOOTS;T1_LEATHER_BOOTS;"Leather Boots";1;Normal;100;15.6;22.9;60.1;19.2;0;0;"20x T1_LEATHER"
Hunter;LEATHER_BOOTS;T1_LEATHER_BOOTS_Q1;"Good Leather Boots";1;Good;120;16.4;24;63.1;20.1;0;0;"20x T1_LEATHER"
Hunter;LEATHER_BOOTS;T1_LEATHER_BOOTS_Q2;"Outstanding Leather Boots";1;Outstanding;150;17.2;25.2;66.2;21.1;0;0;"20x T1_LEATHER"
Hunter;LEATHER_BOOTS;T1_LEATHER_BOOTS_Q3;"Excellent Leather Boots";1;Excellent;200;18.1;26.5;69.6;22.2;0;0;"20x T1_LEATHER"
Hunter;LEATHER_BOOTS;T1_LEATHER_BOOTS_Q4;"Masterpiece Leather Boots";1;Masterpiece;300;19;27.8;73;23.3;0;0;"20x T1_LEATHER"
Hunter;LEATHER_BOOTS;T2_LEATHER_BOOTS;"Leather Boots";2;Normal;200;20;29.2;76.7;24.4;0;0;"20x T2_LEATHER"
Hunter;LEATHER_BOOTS;T2_LEATHER_BOOTS_Q1;"Good Leather Boots";2;Good;220;21;30.7;80.5;25.7;0;0;"20x T2_LEATHER"
Hunter;LEATHER_BOOTS;T2_LEATHER_BOOTS_Q2;"Outstanding Leather Boots";2;Outstanding;250;22;32.2;84.6;27;0;0;"20x T2_LEATHER"
Hunter;LEATHER_BOOTS;T2_LEATHER_BOOTS_Q3;"Excellent Leather Boots";2;Excellent;300;23.1;33.8;88.8;28.3;0;0;"20x T2_LEATHER"
Hunter;LEATHER_BOOTS;T2_LEATHER_BOOTS_Q4;"Masterpiece Leather Boots";2;Masterpiece;400;24.3;35.5;93.2;29.7;0;0;"20x T2_LEATHER"
Hunter;LEATHER_BOOTS;T3_LEATHER_BOOTS;"Leather Boots";3;Normal;300;25.5;37.3;97.9;31.2;0;0;"20x T3_LEATHER"
Hunter;LEATHER_BOOTS;T3_LEATHER_BOOTS_Q1;"Good Leather Boots";3;Good;320;26.7;39.2;102.8;32.8;0;0;"20x T3_LEATHER"
Hunter;LEATHER_BOOTS;T3_LEATHER_BOOTS_Q2;"Outstanding Leather Boots";3;Outstanding;350;28.1;41.1;107.9;34.4;0;0;"20x T3_LEATHER"
Hunter;LEATHER_BOOTS;T3_LEATHER_BOOTS_Q3;"Excellent Leather Boots";3;Excellent;400;29.5;43.2;113.3;36.1;0;0;"20x T3_LEATHER"
Hunter;LEATHER_BOOTS;T3_LEATHER_BOOTS_Q4;"Masterpiece Leather Boots";3;Masterpiece;500;31;45.3;119;37.9;0;0;"20x T3_LEATHER"
Hunter;LEATHER_BOOTS;T4_LEATHER_BOOTS;"Leather Boots";4;Normal;400;32.5;47.6;124.9;39.8;0;0;"20x T4_LEATHER"
Hunter;LEATHER_BOOTS;T4_LEATHER_BOOTS_Q1;"Good Leather Boots";4;Good;420;34.1;50;131.2;41.8;0;0;"20x T4_LEATHER"
Hunter;LEATHER_BOOTS;T4_LEATHER_BOOTS_Q2;"Outstanding Leather Boots";4;Outstanding;450;35.8;52.5;137.7;43.9;0;0;"20x T4_LEATHER"
Hunter;LEATHER_BOOTS;T4_LEATHER_BOOTS_Q3;"Excellent Leather Boots";4;Excellent;500;37.6;55.1;144.6;46.1;0;0;"20x T4_LEATHER"
Hunter;LEATHER_BOOTS;T4_LEATHER_BOOTS_Q4;"Masterpiece Leather Boots";4;Masterpiece;600;39.5;57.8;151.8;48.4;0;0;"20x T4_LEATHER"
Hunter;LEATHER_BOOTS;T5_LEATHER_BOOTS;"Leather Boots";5;Normal;500;41.5;60.7;159.4;50.8;0;0;"20x T5_LEATHER"
Hunter;LEATHER_BOOTS;T5_LEATHER_BOOTS_Q1;"Good Leather Boots";5;Good;520;43.6;63.8;167.4;53.4;0;0;"20x T5_LEATHER"
Hunter;LEATHER_BOOTS;T5_LEATHER_BOOTS_Q2;"Outstanding Leather Boots";5;Outstanding;550;45.7;67;175.8;56;0;0;"20x T5_LEATHER"
Hunter;LEATHER_BOOTS;T5_LEATHER_BOOTS_Q3;"Excellent Leather Boots";5;Excellent;600;48;70.3;184.6;58.8;0;0;"20x T5_LEATHER"
Hunter;LEATHER_BOOTS;T5_LEATHER_BOOTS_Q4;"Masterpiece Leather Boots";5;Masterpiece;700;50.4;73.8;193.8;61.8;0;0;"20x T5_LEATHER"
Hunter;LEATHER_BOOTS;T6_LEATHER_BOOTS;"Leather Boots";6;Normal;600;53;77.5;203.5;64.9;0;0;"20x T6_LEATHER"
Hunter;LEATHER_BOOTS;T6_LEATHER_BOOTS_Q1;"Good Leather Boots";6;Good;620;55.6;81.4;213.7;68.1;0;0;"20x T6_LEATHER"
Hunter;LEATHER_BOOTS;T6_LEATHER_BOOTS_Q2;"Outstanding Leather Boots";6;Outstanding;650;58.4;85.5;224.3;71.5;0;0;"20x T6_LEATHER"
Hunter;LEATHER_BOOTS;T6_LEATHER_BOOTS_Q3;"Excellent Leather Boots";6;Excellent;700;61.3;89.7;235.6;75.1;0;0;"20x T6_LEATHER"
Hunter;LEATHER_BOOTS;T6_LEATHER_BOOTS_Q4;"Masterpiece Leather Boots";6;Masterpiece;800;64.4;94.2;247.3;78.8;0;0;"20x T6_LEATHER"
Hunter;LEATHER_BOOTS;T7_LEATHER_BOOTS;"Leather Boots";7;Normal;700;67.6;98.9;259.7;82.8;0;0;"20x T7_LEATHER"
Hunter;LEATHER_BOOTS;T7_LEATHER_BOOTS_Q1;"Good Leather Boots";7;Good;720;71;103.9;272.7;86.9;0;0;"20x T7_LEATHER"
Hunter;LEATHER_BOOTS;T7_LEATHER_BOOTS_Q2;"Outstanding Leather Boots";7;Outstanding;750;74.5;109.1;286.3;91.3;0;0;"20x T7_LEATHER"
Hunter;LEATHER_BOOTS;T7_LEATHER_BOOTS_Q3;"Excellent Leather Boots";7;Excellent;800;78.2;114.5;300.6;95.8;0;0;"20x T7_LEATHER"
Hunter;LEATHER_BOOTS;T7_LEATHER_BOOTS_Q4;"Masterpiece Leather Boots";7;Masterpiece;900;82.2;120.3;315.7;100.6;0;0;"20x T7_LEATHER"
Hunter;LEATHER_BOOTS;T8_LEATHER_BOOTS;"Leather Boots";8;Normal;800;86.3;126.3;331.5;105.7;0;0;"20x T8_LEATHER"
Hunter;LEATHER_BOOTS;T8_LEATHER_BOOTS_Q1;"Good Leather Boots";8;Good;820;90.6;132.6;348;110.9;0;0;"20x T8_LEATHER"
Hunter;LEATHER_BOOTS;T8_LEATHER_BOOTS_Q2;"Outstanding Leather Boots";8;Outstanding;850;95.1;139.2;365.4;116.5;0;0;"20x T8_LEATHER"
Hunter;LEATHER_BOOTS;T8_LEATHER_BOOTS_Q3;"Excellent Leather Boots";8;Excellent;900;99.9;146.2;383.7;122.3;0;0;"20x T8_LEATHER"
Hunter;LEATHER_BOOTS;T8_LEATHER_BOOTS_Q4;"Masterpiece Leather Boots";8;Masterpiece;1000;104.9;153.5;402.9;128.4;0;0;"20x T8_LEATHER"
Hunter;LEATHER_BOOTS;T9_LEATHER_BOOTS;"Leather Boots";9;Normal;900;110.1;161.2;423;134.9;0;0;"20x T9_LEATHER"
Hunter;LEATHER_BOOTS;T9_LEATHER_BOOTS_Q1;"Good Leather Boots";9;Good;920;115.6;169.2;444.2;141.6;0;0;"20x T9_LEATHER"
Hunter;LEATHER_BOOTS;T9_LEATHER_BOOTS_Q2;"Outstanding Leather Boots";9;Outstanding;950;121.4;177.7;466.4;148.7;0;0;"20x T9_LEATHER"
Hunter;LEATHER_BOOTS;T9_LEATHER_BOOTS_Q3;"Excellent Leather Boots";9;Excellent;1000;127.5;186.6;489.7;156.1;0;0;"20x T9_LEATHER"
Hunter;LEATHER_BOOTS;T9_LEATHER_BOOTS_Q4;"Masterpiece Leather Boots";9;Masterpiece;1100;133.8;195.9;514.2;163.9;0;0;"20x T9_LEATHER"
Hunter;LEATHER_BOOTS;T10_LEATHER_BOOTS;"Leather Boots";10;Normal;1000;140.5;205.7;539.9;172.1;0;0;"20x T10_LEATHER"
Hunter;LEATHER_BOOTS;T10_LEATHER_BOOTS_Q1;"Good Leather Boots";10;Good;1020;147.5;216;566.9;180.7;0;0;"20x T10_LEATHER"
Hunter;LEATHER_BOOTS;T10_LEATHER_BOOTS_Q2;"Outstanding Leather Boots";10;Outstanding;1050;154.9;226.8;595.2;189.8;0;0;"20x T10_LEATHER"
Hunter;LEATHER_BOOTS;T10_LEATHER_BOOTS_Q3;"Excellent Leather Boots";10;Excellent;1100;162.7;238.1;625;199.2;0;0;"20x T10_LEATHER"
Hunter;LEATHER_BOOTS;T10_LEATHER_BOOTS_Q4;"Masterpiece Leather Boots";10;Masterpiece;1200;170.8;250;656.2;209.2;0;0;"20x T10_LEATHER"
Hunter;LEATHER_GLOVES;T1_LEATHER_GLOVES;"Leather Gloves";1;Normal;100;23.5;22.9;60.1;14.4;0;0;"20x T1_LEATHER"
Hunter;LEATHER_GLOVES;T1_LEATHER_GLOVES_Q1;"Good Leather Gloves";1;Good;120;24.6;24;63.1;15.1;0;0;"20x T1_LEATHER"
Hunter;LEATHER_GLOVES;T1_LEATHER_GLOVES_Q2;"Outstanding Leather Gloves";1;Outstanding;150;25.9;25.2;66.2;15.8;0;0;"20x T1_LEATHER"
Hunter;LEATHER_GLOVES;T1_LEATHER_GLOVES_Q3;"Excellent Leather Gloves";1;Excellent;200;27.2;26.5;69.6;16.6;0;0;"20x T1_LEATHER"
Hunter;LEATHER_GLOVES;T1_LEATHER_GLOVES_Q4;"Masterpiece Leather Gloves";1;Masterpiece;300;28.5;27.8;73;17.5;0;0;"20x T1_LEATHER"
Hunter;LEATHER_GLOVES;T2_LEATHER_GLOVES;"Leather Gloves";2;Normal;200;29.9;29.2;76.7;18.3;0;0;"20x T2_LEATHER"
Hunter;LEATHER_GLOVES;T2_LEATHER_GLOVES_Q1;"Good Leather Gloves";2;Good;220;31.4;30.7;80.5;19.3;0;0;"20x T2_LEATHER"
Hunter;LEATHER_GLOVES;T2_LEATHER_GLOVES_Q2;"Outstanding Leather Gloves";2;Outstanding;250;33;32.2;84.6;20.2;0;0;"20x T2_LEATHER"
Hunter;LEATHER_GLOVES;T2_LEATHER_GLOVES_Q3;"Excellent Leather Gloves";2;Excellent;300;34.7;33.8;88.8;21.2;0;0;"20x T2_LEATHER"
Hunter;LEATHER_GLOVES;T2_LEATHER_GLOVES_Q4;"Masterpiece Leather Gloves";2;Masterpiece;400;36.4;35.5;93.2;22.3;0;0;"20x T2_LEATHER"
Hunter;LEATHER_GLOVES;T3_LEATHER_GLOVES;"Leather Gloves";3;Normal;300;38.2;37.3;97.9;23.4;0;0;"20x T3_LEATHER"
Hunter;LEATHER_GLOVES;T3_LEATHER_GLOVES_Q1;"Good Leather Gloves";3;Good;320;40.1;39.2;102.8;24.6;0;0;"20x T3_LEATHER"
Hunter;LEATHER_GLOVES;T3_LEATHER_GLOVES_Q2;"Outstanding Leather Gloves";3;Outstanding;350;42.1;41.1;107.9;25.8;0;0;"20x T3_LEATHER"
Hunter;LEATHER_GLOVES;T3_LEATHER_GLOVES_Q3;"Excellent Leather Gloves";3;Excellent;400;44.2;43.2;113.3;27.1;0;0;"20x T3_LEATHER"
Hunter;LEATHER_GLOVES;T3_LEATHER_GLOVES_Q4;"Masterpiece Leather Gloves";3;Masterpiece;500;46.4;45.3;119;28.4;0;0;"20x T3_LEATHER"
Hunter;LEATHER_GLOVES;T4_LEATHER_GLOVES;"Leather Gloves";4;Normal;400;48.8;47.6;124.9;29.9;0;0;"20x T4_LEATHER"
Hunter;LEATHER_GLOVES;T4_LEATHER_GLOVES_Q1;"Good Leather Gloves";4;Good;420;51.2;50;131.2;31.4;0;0;"20x T4_LEATHER"
Hunter;LEATHER_GLOVES;T4_LEATHER_GLOVES_Q2;"Outstanding Leather Gloves";4;Outstanding;450;53.8;52.5;137.7;32.9;0;0;"20x T4_LEATHER"
Hunter;LEATHER_GLOVES;T4_LEATHER_GLOVES_Q3;"Excellent Leather Gloves";4;Excellent;500;56.5;55.1;144.6;34.6;0;0;"20x T4_LEATHER"
Hunter;LEATHER_GLOVES;T4_LEATHER_GLOVES_Q4;"Masterpiece Leather Gloves";4;Masterpiece;600;59.3;57.8;151.8;36.3;0;0;"20x T4_LEATHER"
Hunter;LEATHER_GLOVES;T5_LEATHER_GLOVES;"Leather Gloves";5;Normal;500;62.2;60.7;159.4;38.1;0;0;"20x T5_LEATHER"
Hunter;LEATHER_GLOVES;T5_LEATHER_GLOVES_Q1;"Good Leather Gloves";5;Good;520;65.4;63.8;167.4;40;0;0;"20x T5_LEATHER"
Hunter;LEATHER_GLOVES;T5_LEATHER_GLOVES_Q2;"Outstanding Leather Gloves";5;Outstanding;550;68.6;67;175.8;42;0;0;"20x T5_LEATHER"
Hunter;LEATHER_GLOVES;T5_LEATHER_GLOVES_Q3;"Excellent Leather Gloves";5;Excellent;600;72.1;70.3;184.6;44.1;0;0;"20x T5_LEATHER"
Hunter;LEATHER_GLOVES;T5_LEATHER_GLOVES_Q4;"Masterpiece Leather Gloves";5;Masterpiece;700;75.7;73.8;193.8;46.3;0;0;"20x T5_LEATHER"
Hunter;LEATHER_GLOVES;T6_LEATHER_GLOVES;"Leather Gloves";6;Normal;600;79.4;77.5;203.5;48.6;0;0;"20x T6_LEATHER"
Hunter;LEATHER_GLOVES;T6_LEATHER_GLOVES_Q1;"Good Leather Gloves";6;Good;620;83.4;81.4;213.7;51.1;0;0;"20x T6_LEATHER"
Hunter;LEATHER_GLOVES;T6_LEATHER_GLOVES_Q2;"Outstanding Leather Gloves";6;Outstanding;650;87.6;85.5;224.3;53.6;0;0;"20x T6_LEATHER"
Hunter;LEATHER_GLOVES;T6_LEATHER_GLOVES_Q3;"Excellent Leather Gloves";6;Excellent;700;92;89.7;235.6;56.3;0;0;"20x T6_LEATHER"
Hunter;LEATHER_GLOVES;T6_LEATHER_GLOVES_Q4;"Masterpiece Leather Gloves";6;Masterpiece;800;96.6;94.2;247.3;59.1;0;0;"20x T6_LEATHER"
Hunter;LEATHER_GLOVES;T7_LEATHER_GLOVES;"Leather Gloves";7;Normal;700;101.4;98.9;259.7;62.1;0;0;"20x T7_LEATHER"
Hunter;LEATHER_GLOVES;T7_LEATHER_GLOVES_Q1;"Good Leather Gloves";7;Good;720;106.5;103.9;272.7;65.2;0;0;"20x T7_LEATHER"
Hunter;LEATHER_GLOVES;T7_LEATHER_GLOVES_Q2;"Outstanding Leather Gloves";7;Outstanding;750;111.8;109.1;286.3;68.5;0;0;"20x T7_LEATHER"
Hunter;LEATHER_GLOVES;T7_LEATHER_GLOVES_Q3;"Excellent Leather Gloves";7;Excellent;800;117.4;114.5;300.6;71.9;0;0;"20x T7_LEATHER"
Hunter;LEATHER_GLOVES;T7_LEATHER_GLOVES_Q4;"Masterpiece Leather Gloves";7;Masterpiece;900;123.2;120.3;315.7;75.5;0;0;"20x T7_LEATHER"
Hunter;LEATHER_GLOVES;T8_LEATHER_GLOVES;"Leather Gloves";8;Normal;800;129.4;126.3;331.5;79.2;0;0;"20x T8_LEATHER"
Hunter;LEATHER_GLOVES;T8_LEATHER_GLOVES_Q1;"Good Leather Gloves";8;Good;820;135.9;132.6;348;83.2;0;0;"20x T8_LEATHER"
Hunter;LEATHER_GLOVES;T8_LEATHER_GLOVES_Q2;"Outstanding Leather Gloves";8;Outstanding;850;142.7;139.2;365.4;87.4;0;0;"20x T8_LEATHER"
Hunter;LEATHER_GLOVES;T8_LEATHER_GLOVES_Q3;"Excellent Leather Gloves";8;Excellent;900;149.8;146.2;383.7;91.7;0;0;"20x T8_LEATHER"
Hunter;LEATHER_GLOVES;T8_LEATHER_GLOVES_Q4;"Masterpiece Leather Gloves";8;Masterpiece;1000;157.3;153.5;402.9;96.3;0;0;"20x T8_LEATHER"
Hunter;LEATHER_GLOVES;T9_LEATHER_GLOVES;"Leather Gloves";9;Normal;900;165.1;161.2;423;101.1;0;0;"20x T9_LEATHER"
Hunter;LEATHER_GLOVES;T9_LEATHER_GLOVES_Q1;"Good Leather Gloves";9;Good;920;173.4;169.2;444.2;106.2;0;0;"20x T9_LEATHER"
Hunter;LEATHER_GLOVES;T9_LEATHER_GLOVES_Q2;"Outstanding Leather Gloves";9;Outstanding;950;182.1;177.7;466.4;111.5;0;0;"20x T9_LEATHER"
Hunter;LEATHER_GLOVES;T9_LEATHER_GLOVES_Q3;"Excellent Leather Gloves";9;Excellent;1000;191.2;186.6;489.7;117.1;0;0;"20x T9_LEATHER"
Hunter;LEATHER_GLOVES;T9_LEATHER_GLOVES_Q4;"Masterpiece Leather Gloves";9;Masterpiece;1100;200.7;195.9;514.2;122.9;0;0;"20x T9_LEATHER"
Hunter;LEATHER_GLOVES;T10_LEATHER_GLOVES;"Leather Gloves";10;Normal;1000;210.8;205.7;539.9;129.1;0;0;"20x T10_LEATHER"
Hunter;LEATHER_GLOVES;T10_LEATHER_GLOVES_Q1;"Good Leather Gloves";10;Good;1020;221.3;216;566.9;135.5;0;0;"20x T10_LEATHER"
Hunter;LEATHER_GLOVES;T10_LEATHER_GLOVES_Q2;"Outstanding Leather Gloves";10;Outstanding;1050;232.4;226.8;595.2;142.3;0;0;"20x T10_LEATHER"
Hunter;LEATHER_GLOVES;T10_LEATHER_GLOVES_Q3;"Excellent Leather Gloves";10;Excellent;1100;244;238.1;625;149.4;0;0;"20x T10_LEATHER"
Hunter;LEATHER_GLOVES;T10_LEATHER_GLOVES_Q4;"Masterpiece Leather Gloves";10;Masterpiece;1200;256.2;250;656.2;156.9;0;0;"20x T10_LEATHER"
Hunter;LEATHER_CAPE;T1_LEATHER_CAPE;"Leather Cape";1;Normal;100;23.5;0;0;9.6;0;0;"20x T1_LEATHER + 1x T1_CREST"
Hunter;LEATHER_CAPE;T1_LEATHER_CAPE_Q1;"Good Leather Cape";1;Good;120;24.6;0;0;10.1;0;0;"20x T1_LEATHER + 1x T1_CREST"
Hunter;LEATHER_CAPE;T1_LEATHER_CAPE_Q2;"Outstanding Leather Cape";1;Outstanding;150;25.9;0;0;10.6;0;0;"20x T1_LEATHER + 1x T1_CREST"
Hunter;LEATHER_CAPE;T1_LEATHER_CAPE_Q3;"Excellent Leather Cape";1;Excellent;200;27.2;0;0;11.1;0;0;"20x T1_LEATHER + 1x T1_CREST"
Hunter;LEATHER_CAPE;T1_LEATHER_CAPE_Q4;"Masterpiece Leather Cape";1;Masterpiece;300;28.5;0;0;11.6;0;0;"20x T1_LEATHER + 1x T1_CREST"
Hunter;LEATHER_CAPE;T2_LEATHER_CAPE;"Leather Cape";2;Normal;200;29.9;0;0;12.2;0;0;"20x T2_LEATHER + 1x T2_CREST"
Hunter;LEATHER_CAPE;T2_LEATHER_CAPE_Q1;"Good Leather Cape";2;Good;220;31.4;0;0;12.8;0;0;"20x T2_LEATHER + 1x T2_CREST"
Hunter;LEATHER_CAPE;T2_LEATHER_CAPE_Q2;"Outstanding Leather Cape";2;Outstanding;250;33;0;0;13.5;0;0;"20x T2_LEATHER + 1x T2_CREST"
Hunter;LEATHER_CAPE;T2_LEATHER_CAPE_Q3;"Excellent Leather Cape";2;Excellent;300;34.7;0;0;14.2;0;0;"20x T2_LEATHER + 1x T2_CREST"
Hunter;LEATHER_CAPE;T2_LEATHER_CAPE_Q4;"Masterpiece Leather Cape";2;Masterpiece;400;36.4;0;0;14.9;0;0;"20x T2_LEATHER + 1x T2_CREST"
Hunter;LEATHER_CAPE;T3_LEATHER_CAPE;"Leather Cape";3;Normal;300;38.2;0;0;15.6;0;0;"20x T3_LEATHER + 1x T3_CREST"
Hunter;LEATHER_CAPE;T3_LEATHER_CAPE_Q1;"Good Leather Cape";3;Good;320;40.1;0;0;16.4;0;0;"20x T3_LEATHER + 1x T3_CREST"
Hunter;LEATHER_CAPE;T3_LEATHER_CAPE_Q2;"Outstanding Leather Cape";3;Outstanding;350;42.1;0;0;17.2;0;0;"20x T3_LEATHER + 1x T3_CREST"
Hunter;LEATHER_CAPE;T3_LEATHER_CAPE_Q3;"Excellent Leather Cape";3;Excellent;400;44.2;0;0;18.1;0;0;"20x T3_LEATHER + 1x T3_CREST"
Hunter;LEATHER_CAPE;T3_LEATHER_CAPE_Q4;"Masterpiece Leather Cape";3;Masterpiece;500;46.4;0;0;19;0;0;"20x T3_LEATHER + 1x T3_CREST"
Hunter;LEATHER_CAPE;T4_LEATHER_CAPE;"Leather Cape";4;Normal;400;48.8;0;0;19.9;0;0;"20x T4_LEATHER + 1x T4_CREST"
Hunter;LEATHER_CAPE;T4_LEATHER_CAPE_Q1;"Good Leather Cape";4;Good;420;51.2;0;0;20.9;0;0;"20x T4_LEATHER + 1x T4_CREST"
Hunter;LEATHER_CAPE;T4_LEATHER_CAPE_Q2;"Outstanding Leather Cape";4;Outstanding;450;53.8;0;0;22;0;0;"20x T4_LEATHER + 1x T4_CREST"
Hunter;LEATHER_CAPE;T4_LEATHER_CAPE_Q3;"Excellent Leather Cape";4;Excellent;500;56.5;0;0;23;0;0;"20x T4_LEATHER + 1x T4_CREST"
Hunter;LEATHER_CAPE;T4_LEATHER_CAPE_Q4;"Masterpiece Leather Cape";4;Masterpiece;600;59.3;0;0;24.2;0;0;"20x T4_LEATHER + 1x T4_CREST"
Hunter;LEATHER_CAPE;T5_LEATHER_CAPE;"Leather Cape";5;Normal;500;62.2;0;0;25.4;0;0;"20x T5_LEATHER + 1x T5_CREST"
Hunter;LEATHER_CAPE;T5_LEATHER_CAPE_Q1;"Good Leather Cape";5;Good;520;65.4;0;0;26.7;0;0;"20x T5_LEATHER + 1x T5_CREST"
Hunter;LEATHER_CAPE;T5_LEATHER_CAPE_Q2;"Outstanding Leather Cape";5;Outstanding;550;68.6;0;0;28;0;0;"20x T5_LEATHER + 1x T5_CREST"
Hunter;LEATHER_CAPE;T5_LEATHER_CAPE_Q3;"Excellent Leather Cape";5;Excellent;600;72.1;0;0;29.4;0;0;"20x T5_LEATHER + 1x T5_CREST"
Hunter;LEATHER_CAPE;T5_LEATHER_CAPE_Q4;"Masterpiece Leather Cape";5;Masterpiece;700;75.7;0;0;30.9;0;0;"20x T5_LEATHER + 1x T5_CREST"
Hunter;LEATHER_CAPE;T6_LEATHER_CAPE;"Leather Cape";6;Normal;600;79.4;0;0;32.4;0;0;"20x T6_LEATHER + 1x T6_CREST"
Hunter;LEATHER_CAPE;T6_LEATHER_CAPE_Q1;"Good Leather Cape";6;Good;620;83.4;0;0;34.1;0;0;"20x T6_LEATHER + 1x T6_CREST"
Hunter;LEATHER_CAPE;T6_LEATHER_CAPE_Q2;"Outstanding Leather Cape";6;Outstanding;650;87.6;0;0;35.8;0;0;"20x T6_LEATHER + 1x T6_CREST"
Hunter;LEATHER_CAPE;T6_LEATHER_CAPE_Q3;"Excellent Leather Cape";6;Excellent;700;92;0;0;37.5;0;0;"20x T6_LEATHER + 1x T6_CREST"
Hunter;LEATHER_CAPE;T6_LEATHER_CAPE_Q4;"Masterpiece Leather Cape";6;Masterpiece;800;96.6;0;0;39.4;0;0;"20x T6_LEATHER + 1x T6_CREST"
Hunter;LEATHER_CAPE;T7_LEATHER_CAPE;"Leather Cape";7;Normal;700;101.4;0;0;41.4;0;0;"20x T7_LEATHER + 1x T7_CREST"
Hunter;LEATHER_CAPE;T7_LEATHER_CAPE_Q1;"Good Leather Cape";7;Good;720;106.5;0;0;43.5;0;0;"20x T7_LEATHER + 1x T7_CREST"
Hunter;LEATHER_CAPE;T7_LEATHER_CAPE_Q2;"Outstanding Leather Cape";7;Outstanding;750;111.8;0;0;45.6;0;0;"20x T7_LEATHER + 1x T7_CREST"
Hunter;LEATHER_CAPE;T7_LEATHER_CAPE_Q3;"Excellent Leather Cape";7;Excellent;800;117.4;0;0;47.9;0;0;"20x T7_LEATHER + 1x T7_CREST"
Hunter;LEATHER_CAPE;T7_LEATHER_CAPE_Q4;"Masterpiece Leather Cape";7;Masterpiece;900;123.2;0;0;50.3;0;0;"20x T7_LEATHER + 1x T7_CREST"
Hunter;LEATHER_CAPE;T8_LEATHER_CAPE;"Leather Cape";8;Normal;800;129.4;0;0;52.8;0;0;"20x T8_LEATHER + 1x T8_CREST"
Hunter;LEATHER_CAPE;T8_LEATHER_CAPE_Q1;"Good Leather Cape";8;Good;820;135.9;0;0;55.5;0;0;"20x T8_LEATHER + 1x T8_CREST"
Hunter;LEATHER_CAPE;T8_LEATHER_CAPE_Q2;"Outstanding Leather Cape";8;Outstanding;850;142.7;0;0;58.2;0;0;"20x T8_LEATHER + 1x T8_CREST"
Hunter;LEATHER_CAPE;T8_LEATHER_CAPE_Q3;"Excellent Leather Cape";8;Excellent;900;149.8;0;0;61.2;0;0;"20x T8_LEATHER + 1x T8_CREST"
Hunter;LEATHER_CAPE;T8_LEATHER_CAPE_Q4;"Masterpiece Leather Cape";8;Masterpiece;1000;157.3;0;0;64.2;0;0;"20x T8_LEATHER + 1x T8_CREST"
Hunter;LEATHER_CAPE;T9_LEATHER_CAPE;"Leather Cape";9;Normal;900;165.1;0;0;67.4;0;0;"20x T9_LEATHER + 1x T9_CREST"
Hunter;LEATHER_CAPE;T9_LEATHER_CAPE_Q1;"Good Leather Cape";9;Good;920;173.4;0;0;70.8;0;0;"20x T9_LEATHER + 1x T9_CREST"
Hunter;LEATHER_CAPE;T9_LEATHER_CAPE_Q2;"Outstanding Leather Cape";9;Outstanding;950;182.1;0;0;74.3;0;0;"20x T9_LEATHER + 1x T9_CREST"
Hunter;LEATHER_CAPE;T9_LEATHER_CAPE_Q3;"Excellent Leather Cape";9;Excellent;1000;191.2;0;0;78.1;0;0;"20x T9_LEATHER + 1x T9_CREST"
