"Rune ID","Name","Tier","Stars","Rarity","Activity","Effect Type","Bonus Value (%)","Description"
"T2_RUNE_TOOLS_COPY_2STAR","T2 Tools Rune of Duplication (2 Star)","2","2","Rare","Tools","Duplication","3.62","Increases Tools Duplication by 3.62%"
"T2_RUNE_TOOLS_COPY_3STAR","T2 Tools Rune of Duplication (3 Star)","2","3","Legendary","Tools","Duplication","4.28","Increases Tools Duplication by 4.28%"
"T3_RUNE_TOOLS_COPY_1STAR","T3 Tools Rune of Duplication (1 Star)","3","1","Common","Tools","Duplication","4.93","Increases Tools Duplication by 4.93%"
"T3_RUNE_TOOLS_COPY_2STAR","T3 Tools Rune of Duplication (2 Star)","3","2","Rare","Tools","Duplication","5.59","Increases Tools Duplication by 5.59%"
"T3_RUNE_TOOLS_COPY_3STAR","T3 Tools Rune of Duplication (3 Star)","3","3","Legendary","Tools","Duplication","6.24","Increases Tools Duplication by 6.24%"
"T4_RUNE_TOOLS_COPY_1STAR","T4 Tools Rune of Duplication (1 Star)","4","1","Common","Tools","Duplication","6.9","Increases Tools Duplication by 6.9%"
"T4_RUNE_TOOLS_COPY_2STAR","T4 Tools Rune of Duplication (2 Star)","4","2","Rare","Tools","Duplication","7.55","Increases Tools Duplication by 7.55%"
"T4_RUNE_TOOLS_COPY_3STAR","T4 Tools Rune of Duplication (3 Star)","4","3","Legendary","Tools","Duplication","8.21","Increases Tools Duplication by 8.21%"
"T5_RUNE_TOOLS_COPY_1STAR","T5 Tools Rune of Duplication (1 Star)","5","1","Common","Tools","Duplication","8.86","Increases Tools Duplication by 8.86%"
"T5_RUNE_TOOLS_COPY_2STAR","T5 Tools Rune of Duplication (2 Star)","5","2","Rare","Tools","Duplication","9.52","Increases Tools Duplication by 9.52%"
"T5_RUNE_TOOLS_COPY_3STAR","T5 Tools Rune of Duplication (3 Star)","5","3","Legendary","Tools","Duplication","10.17","Increases Tools Duplication by 10.17%"
"T6_RUNE_TOOLS_COPY_1STAR","T6 Tools Rune of Duplication (1 Star)","6","1","Common","Tools","Duplication","10.83","Increases Tools Duplication by 10.83%"
"T6_RUNE_TOOLS_COPY_2STAR","T6 Tools Rune of Duplication (2 Star)","6","2","Rare","Tools","Duplication","11.48","Increases Tools Duplication by 11.48%"
"T6_RUNE_TOOLS_COPY_3STAR","T6 Tools Rune of Duplication (3 Star)","6","3","Legendary","Tools","Duplication","12.14","Increases Tools Duplication by 12.14%"
"T7_RUNE_TOOLS_COPY_1STAR","T7 Tools Rune of Duplication (1 Star)","7","1","Common","Tools","Duplication","12.79","Increases Tools Duplication by 12.79%"
"T7_RUNE_TOOLS_COPY_2STAR","T7 Tools Rune of Duplication (2 Star)","7","2","Rare","Tools","Duplication","13.45","Increases Tools Duplication by 13.45%"
"T7_RUNE_TOOLS_COPY_3STAR","T7 Tools Rune of Duplication (3 Star)","7","3","Legendary","Tools","Duplication","14.1","Increases Tools Duplication by 14.1%"
"T8_RUNE_TOOLS_COPY_1STAR","T8 Tools Rune of Duplication (1 Star)","8","1","Common","Tools","Duplication","14.76","Increases Tools Duplication by 14.76%"
"T8_RUNE_TOOLS_COPY_2STAR","T8 Tools Rune of Duplication (2 Star)","8","2","Rare","Tools","Duplication","15.41","Increases Tools Duplication by 15.41%"
"T8_RUNE_TOOLS_COPY_3STAR","T8 Tools Rune of Duplication (3 Star)","8","3","Legendary","Tools","Duplication","16.07","Increases Tools Duplication by 16.07%"
"T9_RUNE_TOOLS_COPY_1STAR","T9 Tools Rune of Duplication (1 Star)","9","1","Common","Tools","Duplication","16.72","Increases Tools Duplication by 16.72%"
"T9_RUNE_TOOLS_COPY_2STAR","T9 Tools Rune of Duplication (2 Star)","9","2","Rare","Tools","Duplication","17.38","Increases Tools Duplication by 17.38%"
"T9_RUNE_TOOLS_COPY_3STAR","T9 Tools Rune of Duplication (3 Star)","9","3","Legendary","Tools","Duplication","18.03","Increases Tools Duplication by 18.03%"
"T10_RUNE_TOOLS_COPY_1STAR","T10 Tools Rune of Duplication (1 Star)","10","1","Common","Tools","Duplication","18.69","Increases Tools Duplication by 18.69%"
"T10_RUNE_TOOLS_COPY_2STAR","T10 Tools Rune of Duplication (2 Star)","10","2","Rare","Tools","Duplication","19.34","Increases Tools Duplication by 19.34%"
"T10_RUNE_TOOLS_COPY_3STAR","T10 Tools Rune of Duplication (3 Star)","10","3","Legendary","Tools","Duplication","20","Increases Tools Duplication by 20%"
"T1_RUNE_TOOLS_EFF_1STAR","T1 Tools Rune of Efficiency (1 Star)","1","1","Common","Tools","Efficiency","1","Increases speed by 1%"
"T1_RUNE_TOOLS_EFF_2STAR","T1 Tools Rune of Efficiency (2 Star)","1","2","Rare","Tools","Efficiency","1.66","Increases speed by 1.66%"
"T1_RUNE_TOOLS_EFF_3STAR","T1 Tools Rune of Efficiency (3 Star)","1","3","Legendary","Tools","Efficiency","2.31","Increases speed by 2.31%"
"T2_RUNE_TOOLS_EFF_1STAR","T2 Tools Rune of Efficiency (1 Star)","2","1","Common","Tools","Efficiency","2.97","Increases speed by 2.97%"
"T2_RUNE_TOOLS_EFF_2STAR","T2 Tools Rune of Efficiency (2 Star)","2","2","Rare","Tools","Efficiency","3.62","Increases speed by 3.62%"
"T2_RUNE_TOOLS_EFF_3STAR","T2 Tools Rune of Efficiency (3 Star)","2","3","Legendary","Tools","Efficiency","4.28","Increases speed by 4.28%"
"T3_RUNE_TOOLS_EFF_1STAR","T3 Tools Rune of Efficiency (1 Star)","3","1","Common","Tools","Efficiency","4.93","Increases speed by 4.93%"
"T3_RUNE_TOOLS_EFF_2STAR","T3 Tools Rune of Efficiency (2 Star)","3","2","Rare","Tools","Efficiency","5.59","Increases speed by 5.59%"
"T3_RUNE_TOOLS_EFF_3STAR","T3 Tools Rune of Efficiency (3 Star)","3","3","Legendary","Tools","Efficiency","6.24","Increases speed by 6.24%"
"T4_RUNE_TOOLS_EFF_1STAR","T4 Tools Rune of Efficiency (1 Star)","4","1","Common","Tools","Efficiency","6.9","Increases speed by 6.9%"
"T4_RUNE_TOOLS_EFF_2STAR","T4 Tools Rune of Efficiency (2 Star)","4","2","Rare","Tools","Efficiency","7.55","Increases speed by 7.55%"
"T4_RUNE_TOOLS_EFF_3STAR","T4 Tools Rune of Efficiency (3 Star)","4","3","Legendary","Tools","Efficiency","8.21","Increases speed by 8.21%"
"T5_RUNE_TOOLS_EFF_1STAR","T5 Tools Rune of Efficiency (1 Star)","5","1","Common","Tools","Efficiency","8.86","Increases speed by 8.86%"
"T5_RUNE_TOOLS_EFF_2STAR","T5 Tools Rune of Efficiency (2 Star)","5","2","Rare","Tools","Efficiency","9.52","Increases speed by 9.52%"
"T5_RUNE_TOOLS_EFF_3STAR","T5 Tools Rune of Efficiency (3 Star)","5","3","Legendary","Tools","Efficiency","10.17","Increases speed by 10.17%"
"T6_RUNE_TOOLS_EFF_1STAR","T6 Tools Rune of Efficiency (1 Star)","6","1","Common","Tools","Efficiency","10.83","Increases speed by 10.83%"
"T6_RUNE_TOOLS_EFF_2STAR","T6 Tools Rune of Efficiency (2 Star)","6","2","Rare","Tools","Efficiency","11.48","Increases speed by 11.48%"
"T6_RUNE_TOOLS_EFF_3STAR","T6 Tools Rune of Efficiency (3 Star)","6","3","Legendary","Tools","Efficiency","12.14","Increases speed by 12.14%"
"T7_RUNE_TOOLS_EFF_1STAR","T7 Tools Rune of Efficiency (1 Star)","7","1","Common","Tools","Efficiency","12.79","Increases speed by 12.79%"
"T7_RUNE_TOOLS_EFF_2STAR","T7 Tools Rune of Efficiency (2 Star)","7","2","Rare","Tools","Efficiency","13.45","Increases speed by 13.45%"
"T7_RUNE_TOOLS_EFF_3STAR","T7 Tools Rune of Efficiency (3 Star)","7","3","Legendary","Tools","Efficiency","14.1","Increases speed by 14.1%"
"T8_RUNE_TOOLS_EFF_1STAR","T8 Tools Rune of Efficiency (1 Star)","8","1","Common","Tools","Efficiency","14.76","Increases speed by 14.76%"
"T8_RUNE_TOOLS_EFF_2STAR","T8 Tools Rune of Efficiency (2 Star)","8","2","Rare","Tools","Efficiency","15.41","Increases speed by 15.41%"
"T8_RUNE_TOOLS_EFF_3STAR","T8 Tools Rune of Efficiency (3 Star)","8","3","Legendary","Tools","Efficiency","16.07","Increases speed by 16.07%"
"T9_RUNE_TOOLS_EFF_1STAR","T9 Tools Rune of Efficiency (1 Star)","9","1","Common","Tools","Efficiency","16.72","Increases speed by 16.72%"
"T9_RUNE_TOOLS_EFF_2STAR","T9 Tools Rune of Efficiency (2 Star)","9","2","Rare","Tools","Efficiency","17.38","Increases speed by 17.38%"
"T9_RUNE_TOOLS_EFF_3STAR","T9 Tools Rune of Efficiency (3 Star)","9","3","Legendary","Tools","Efficiency","18.03","Increases speed by 18.03%"
"T10_RUNE_TOOLS_EFF_1STAR","T10 Tools Rune of Efficiency (1 Star)","10","1","Common","Tools","Efficiency","18.69","Increases speed by 18.69%"
"T10_RUNE_TOOLS_EFF_2STAR","T10 Tools Rune of Efficiency (2 Star)","10","2","Rare","Tools","Efficiency","19.34","Increases speed by 19.34%"
"T10_RUNE_TOOLS_EFF_3STAR","T10 Tools Rune of Efficiency (3 Star)","10","3","Legendary","Tools","Efficiency","20","Increases speed by 20%"
"T1_RUNE_COOKING_XP_1STAR","T1 Cooking Rune of XP (1 Star)","1","1","Common","Cooking","XP","1","Increases Cooking XP by 1%"
"T1_RUNE_COOKING_XP_2STAR","T1 Cooking Rune of XP (2 Star)","1","2","Rare","Cooking","XP","1.66","Increases Cooking XP by 1.66%"
"T1_RUNE_COOKING_XP_3STAR","T1 Cooking Rune of XP (3 Star)","1","3","Legendary","Cooking","XP","2.31","Increases Cooking XP by 2.31%"
"T2_RUNE_COOKING_XP_1STAR","T2 Cooking Rune of XP (1 Star)","2","1","Common","Cooking","XP","2.97","Increases Cooking XP by 2.97%"
"T2_RUNE_COOKING_XP_2STAR","T2 Cooking Rune of XP (2 Star)","2","2","Rare","Cooking","XP","3.62","Increases Cooking XP by 3.62%"
"T2_RUNE_COOKING_XP_3STAR","T2 Cooking Rune of XP (3 Star)","2","3","Legendary","Cooking","XP","4.28","Increases Cooking XP by 4.28%"
"T3_RUNE_COOKING_XP_1STAR","T3 Cooking Rune of XP (1 Star)","3","1","Common","Cooking","XP","4.93","Increases Cooking XP by 4.93%"
"T3_RUNE_COOKING_XP_2STAR","T3 Cooking Rune of XP (2 Star)","3","2","Rare","Cooking","XP","5.59","Increases Cooking XP by 5.59%"
"T3_RUNE_COOKING_XP_3STAR","T3 Cooking Rune of XP (3 Star)","3","3","Legendary","Cooking","XP","6.24","Increases Cooking XP by 6.24%"
"T4_RUNE_COOKING_XP_1STAR","T4 Cooking Rune of XP (1 Star)","4","1","Common","Cooking","XP","6.9","Increases Cooking XP by 6.9%"
"T4_RUNE_COOKING_XP_2STAR","T4 Cooking Rune of XP (2 Star)","4","2","Rare","Cooking","XP","7.55","Increases Cooking XP by 7.55%"
"T4_RUNE_COOKING_XP_3STAR","T4 Cooking Rune of XP (3 Star)","4","3","Legendary","Cooking","XP","8.21","Increases Cooking XP by 8.21%"
"T5_RUNE_COOKING_XP_1STAR","T5 Cooking Rune of XP (1 Star)","5","1","Common","Cooking","XP","8.86","Increases Cooking XP by 8.86%"
"T5_RUNE_COOKING_XP_2STAR","T5 Cooking Rune of XP (2 Star)","5","2","Rare","Cooking","XP","9.52","Increases Cooking XP by 9.52%"
"T5_RUNE_COOKING_XP_3STAR","T5 Cooking Rune of XP (3 Star)","5","3","Legendary","Cooking","XP","10.17","Increases Cooking XP by 10.17%"
"T6_RUNE_COOKING_XP_1STAR","T6 Cooking Rune of XP (1 Star)","6","1","Common","Cooking","XP","10.83","Increases Cooking XP by 10.83%"
"T6_RUNE_COOKING_XP_2STAR","T6 Cooking Rune of XP (2 Star)","6","2","Rare","Cooking","XP","11.48","Increases Cooking XP by 11.48%"
"T6_RUNE_COOKING_XP_3STAR","T6 Cooking Rune of XP (3 Star)","6","3","Legendary","Cooking","XP","12.14","Increases Cooking XP by 12.14%"
"T7_RUNE_COOKING_XP_1STAR","T7 Cooking Rune of XP (1 Star)","7","1","Common","Cooking","XP","12.79","Increases Cooking XP by 12.79%"
"T7_RUNE_COOKING_XP_2STAR","T7 Cooking Rune of XP (2 Star)","7","2","Rare","Cooking","XP","13.45","Increases Cooking XP by 13.45%"
"T7_RUNE_COOKING_XP_3STAR","T7 Cooking Rune of XP (3 Star)","7","3","Legendary","Cooking","XP","14.1","Increases Cooking XP by 14.1%"
"T8_RUNE_COOKING_XP_1STAR","T8 Cooking Rune of XP (1 Star)","8","1","Common","Cooking","XP","14.76","Increases Cooking XP by 14.76%"
"T8_RUNE_COOKING_XP_2STAR","T8 Cooking Rune of XP (2 Star)","8","2","Rare","Cooking","XP","15.41","Increases Cooking XP by 15.41%"
"T8_RUNE_COOKING_XP_3STAR","T8 Cooking Rune of XP (3 Star)","8","3","Legendary","Cooking","XP","16.07","Increases Cooking XP by 16.07%"
"T9_RUNE_COOKING_XP_1STAR","T9 Cooking Rune of XP (1 Star)","9","1","Common","Cooking","XP","16.72","Increases Cooking XP by 16.72%"
"T9_RUNE_COOKING_XP_2STAR","T9 Cooking Rune of XP (2 Star)","9","2","Rare","Cooking","XP","17.38","Increases Cooking XP by 17.38%"
"T9_RUNE_COOKING_XP_3STAR","T9 Cooking Rune of XP (3 Star)","9","3","Legendary","Cooking","XP","18.03","Increases Cooking XP by 18.03%"
"T10_RUNE_COOKING_XP_1STAR","T10 Cooking Rune of XP (1 Star)","10","1","Common","Cooking","XP","18.69","Increases Cooking XP by 18.69%"
"T10_RUNE_COOKING_XP_2STAR","T10 Cooking Rune of XP (2 Star)","10","2","Rare","Cooking","XP","19.34","Increases Cooking XP by 19.34%"
"T10_RUNE_COOKING_XP_3STAR","T10 Cooking Rune of XP (3 Star)","10","3","Legendary","Cooking","XP","20","Increases Cooking XP by 20%"
"T1_RUNE_COOKING_COPY_1STAR","T1 Cooking Rune of Duplication (1 Star)","1","1","Common","Cooking","Duplication","1","Increases Cooking Duplication by 1%"
"T1_RUNE_COOKING_COPY_2STAR","T1 Cooking Rune of Duplication (2 Star)","1","2","Rare","Cooking","Duplication","1.66","Increases Cooking Duplication by 1.66%"
"T1_RUNE_COOKING_COPY_3STAR","T1 Cooking Rune of Duplication (3 Star)","1","3","Legendary","Cooking","Duplication","2.31","Increases Cooking Duplication by 2.31%"
"T2_RUNE_COOKING_COPY_1STAR","T2 Cooking Rune of Duplication (1 Star)","2","1","Common","Cooking","Duplication","2.97","Increases Cooking Duplication by 2.97%"
"T2_RUNE_COOKING_COPY_2STAR","T2 Cooking Rune of Duplication (2 Star)","2","2","Rare","Cooking","Duplication","3.62","Increases Cooking Duplication by 3.62%"
"T2_RUNE_COOKING_COPY_3STAR","T2 Cooking Rune of Duplication (3 Star)","2","3","Legendary","Cooking","Duplication","4.28","Increases Cooking Duplication by 4.28%"
"T3_RUNE_COOKING_COPY_1STAR","T3 Cooking Rune of Duplication (1 Star)","3","1","Common","Cooking","Duplication","4.93","Increases Cooking Duplication by 4.93%"
"T3_RUNE_COOKING_COPY_2STAR","T3 Cooking Rune of Duplication (2 Star)","3","2","Rare","Cooking","Duplication","5.59","Increases Cooking Duplication by 5.59%"
"T3_RUNE_COOKING_COPY_3STAR","T3 Cooking Rune of Duplication (3 Star)","3","3","Legendary","Cooking","Duplication","6.24","Increases Cooking Duplication by 6.24%"
"T4_RUNE_COOKING_COPY_1STAR","T4 Cooking Rune of Duplication (1 Star)","4","1","Common","Cooking","Duplication","6.9","Increases Cooking Duplication by 6.9%"
"T4_RUNE_COOKING_COPY_2STAR","T4 Cooking Rune of Duplication (2 Star)","4","2","Rare","Cooking","Duplication","7.55","Increases Cooking Duplication by 7.55%"
"T4_RUNE_COOKING_COPY_3STAR","T4 Cooking Rune of Duplication (3 Star)","4","3","Legendary","Cooking","Duplication","8.21","Increases Cooking Duplication by 8.21%"
"T5_RUNE_COOKING_COPY_1STAR","T5 Cooking Rune of Duplication (1 Star)","5","1","Common","Cooking","Duplication","8.86","Increases Cooking Duplication by 8.86%"
"T5_RUNE_COOKING_COPY_2STAR","T5 Cooking Rune of Duplication (2 Star)","5","2","Rare","Cooking","Duplication","9.52","Increases Cooking Duplication by 9.52%"
"T5_RUNE_COOKING_COPY_3STAR","T5 Cooking Rune of Duplication (3 Star)","5","3","Legendary","Cooking","Duplication","10.17","Increases Cooking Duplication by 10.17%"
"T6_RUNE_COOKING_COPY_1STAR","T6 Cooking Rune of Duplication (1 Star)","6","1","Common","Cooking","Duplication","10.83","Increases Cooking Duplication by 10.83%"
"T6_RUNE_COOKING_COPY_2STAR","T6 Cooking Rune of Duplication (2 Star)","6","2","Rare","Cooking","Duplication","11.48","Increases Cooking Duplication by 11.48%"
"T6_RUNE_COOKING_COPY_3STAR","T6 Cooking Rune of Duplication (3 Star)","6","3","Legendary","Cooking","Duplication","12.14","Increases Cooking Duplication by 12.14%"
"T7_RUNE_COOKING_COPY_1STAR","T7 Cooking Rune of Duplication (1 Star)","7","1","Common","Cooking","Duplication","12.79","Increases Cooking Duplication by 12.79%"
"T7_RUNE_COOKING_COPY_2STAR","T7 Cooking Rune of Duplication (2 Star)","7","2","Rare","Cooking","Duplication","13.45","Increases Cooking Duplication by 13.45%"
"T7_RUNE_COOKING_COPY_3STAR","T7 Cooking Rune of Duplication (3 Star)","7","3","Legendary","Cooking","Duplication","14.1","Increases Cooking Duplication by 14.1%"
"T8_RUNE_COOKING_COPY_1STAR","T8 Cooking Rune of Duplication (1 Star)","8","1","Common","Cooking","Duplication","14.76","Increases Cooking Duplication by 14.76%"
"T8_RUNE_COOKING_COPY_2STAR","T8 Cooking Rune of Duplication (2 Star)","8","2","Rare","Cooking","Duplication","15.41","Increases Cooking Duplication by 15.41%"
"T8_RUNE_COOKING_COPY_3STAR","T8 Cooking Rune of Duplication (3 Star)","8","3","Legendary","Cooking","Duplication","16.07","Increases Cooking Duplication by 16.07%"
"T9_RUNE_COOKING_COPY_1STAR","T9 Cooking Rune of Duplication (1 Star)","9","1","Common","Cooking","Duplication","16.72","Increases Cooking Duplication by 16.72%"
"T9_RUNE_COOKING_COPY_2STAR","T9 Cooking Rune of Duplication (2 Star)","9","2","Rare","Cooking","Duplication","17.38","Increases Cooking Duplication by 17.38%"
"T9_RUNE_COOKING_COPY_3STAR","T9 Cooking Rune of Duplication (3 Star)","9","3","Legendary","Cooking","Duplication","18.03","Increases Cooking Duplication by 18.03%"
"T10_RUNE_COOKING_COPY_1STAR","T10 Cooking Rune of Duplication (1 Star)","10","1","Common","Cooking","Duplication","18.69","Increases Cooking Duplication by 18.69%"
"T10_RUNE_COOKING_COPY_2STAR","T10 Cooking Rune of Duplication (2 Star)","10","2","Rare","Cooking","Duplication","19.34","Increases Cooking Duplication by 19.34%"
"T10_RUNE_COOKING_COPY_3STAR","T10 Cooking Rune of Duplication (3 Star)","10","3","Legendary","Cooking","Duplication","20","Increases Cooking Duplication by 20%"
"T1_RUNE_COOKING_EFF_1STAR","T1 Cooking Rune of Efficiency (1 Star)","1","1","Common","Cooking","Efficiency","1","Increases speed by 1%"
"T1_RUNE_COOKING_EFF_2STAR","T1 Cooking Rune of Efficiency (2 Star)","1","2","Rare","Cooking","Efficiency","1.66","Increases speed by 1.66%"
"T1_RUNE_COOKING_EFF_3STAR","T1 Cooking Rune of Efficiency (3 Star)","1","3","Legendary","Cooking","Efficiency","2.31","Increases speed by 2.31%"
"T2_RUNE_COOKING_EFF_1STAR","T2 Cooking Rune of Efficiency (1 Star)","2","1","Common","Cooking","Efficiency","2.97","Increases speed by 2.97%"
"T2_RUNE_COOKING_EFF_2STAR","T2 Cooking Rune of Efficiency (2 Star)","2","2","Rare","Cooking","Efficiency","3.62","Increases speed by 3.62%"
"T2_RUNE_COOKING_EFF_3STAR","T2 Cooking Rune of Efficiency (3 Star)","2","3","Legendary","Cooking","Efficiency","4.28","Increases speed by 4.28%"
"T3_RUNE_COOKING_EFF_1STAR","T3 Cooking Rune of Efficiency (1 Star)","3","1","Common","Cooking","Efficiency","4.93","Increases speed by 4.93%"
"T3_RUNE_COOKING_EFF_2STAR","T3 Cooking Rune of Efficiency (2 Star)","3","2","Rare","Cooking","Efficiency","5.59","Increases speed by 5.59%"
"T3_RUNE_COOKING_EFF_3STAR","T3 Cooking Rune of Efficiency (3 Star)","3","3","Legendary","Cooking","Efficiency","6.24","Increases speed by 6.24%"
"T4_RUNE_COOKING_EFF_1STAR","T4 Cooking Rune of Efficiency (1 Star)","4","1","Common","Cooking","Efficiency","6.9","Increases speed by 6.9%"
"T4_RUNE_COOKING_EFF_2STAR","T4 Cooking Rune of Efficiency (2 Star)","4","2","Rare","Cooking","Efficiency","7.55","Increases speed by 7.55%"
"T4_RUNE_COOKING_EFF_3STAR","T4 Cooking Rune of Efficiency (3 Star)","4","3","Legendary","Cooking","Efficiency","8.21","Increases speed by 8.21%"
"T5_RUNE_COOKING_EFF_1STAR","T5 Cooking Rune of Efficiency (1 Star)","5","1","Common","Cooking","Efficiency","8.86","Increases speed by 8.86%"
"T5_RUNE_COOKING_EFF_2STAR","T5 Cooking Rune of Efficiency (2 Star)","5","2","Rare","Cooking","Efficiency","9.52","Increases speed by 9.52%"
"T5_RUNE_COOKING_EFF_3STAR","T5 Cooking Rune of Efficiency (3 Star)","5","3","Legendary","Cooking","Efficiency","10.17","Increases speed by 10.17%"
"T6_RUNE_COOKING_EFF_1STAR","T6 Cooking Rune of Efficiency (1 Star)","6","1","Common","Cooking","Efficiency","10.83","Increases speed by 10.83%"
"T6_RUNE_COOKING_EFF_2STAR","T6 Cooking Rune of Efficiency (2 Star)","6","2","Rare","Cooking","Efficiency","11.48","Increases speed by 11.48%"
"T6_RUNE_COOKING_EFF_3STAR","T6 Cooking Rune of Efficiency (3 Star)","6","3","Legendary","Cooking","Efficiency","12.14","Increases speed by 12.14%"
"T7_RUNE_COOKING_EFF_1STAR","T7 Cooking Rune of Efficiency (1 Star)","7","1","Common","Cooking","Efficiency","12.79","Increases speed by 12.79%"
"T7_RUNE_COOKING_EFF_2STAR","T7 Cooking Rune of Efficiency (2 Star)","7","2","Rare","Cooking","Efficiency","13.45","Increases speed by 13.45%"
"T7_RUNE_COOKING_EFF_3STAR","T7 Cooking Rune of Efficiency (3 Star)","7","3","Legendary","Cooking","Efficiency","14.1","Increases speed by 14.1%"
"T8_RUNE_COOKING_EFF_1STAR","T8 Cooking Rune of Efficiency (1 Star)","8","1","Common","Cooking","Efficiency","14.76","Increases speed by 14.76%"
"T8_RUNE_COOKING_EFF_2STAR","T8 Cooking Rune of Efficiency (2 Star)","8","2","Rare","Cooking","Efficiency","15.41","Increases speed by 15.41%"
"T8_RUNE_COOKING_EFF_3STAR","T8 Cooking Rune of Efficiency (3 Star)","8","3","Legendary","Cooking","Efficiency","16.07","Increases speed by 16.07%"
"T9_RUNE_COOKING_EFF_1STAR","T9 Cooking Rune of Efficiency (1 Star)","9","1","Common","Cooking","Efficiency","16.72","Increases speed by 16.72%"
"T9_RUNE_COOKING_EFF_2STAR","T9 Cooking Rune of Efficiency (2 Star)","9","2","Rare","Cooking","Efficiency","17.38","Increases speed by 17.38%"
"T9_RUNE_COOKING_EFF_3STAR","T9 Cooking Rune of Efficiency (3 Star)","9","3","Legendary","Cooking","Efficiency","18.03","Increases speed by 18.03%"
"T10_RUNE_COOKING_EFF_1STAR","T10 Cooking Rune of Efficiency (1 Star)","10","1","Common","Cooking","Efficiency","18.69","Increases speed by 18.69%"
"T10_RUNE_COOKING_EFF_2STAR","T10 Cooking Rune of Efficiency (2 Star)","10","2","Rare","Cooking","Efficiency","19.34","Increases speed by 19.34%"
"T10_RUNE_COOKING_EFF_3STAR","T10 Cooking Rune of Efficiency (3 Star)","10","3","Legendary","Cooking","Efficiency","20","Increases speed by 20%"
"T1_RUNE_ALCHEMY_XP_1STAR","T1 Alchemy Rune of XP (1 Star)","1","1","Common","Alchemy","XP","1","Increases Alchemy XP by 1%"
"T1_RUNE_ALCHEMY_XP_2STAR","T1 Alchemy Rune of XP (2 Star)","1","2","Rare","Alchemy","XP","1.66","Increases Alchemy XP by 1.66%"
"T1_RUNE_ALCHEMY_XP_3STAR","T1 Alchemy Rune of XP (3 Star)","1","3","Legendary","Alchemy","XP","2.31","Increases Alchemy XP by 2.31%"
"T2_RUNE_ALCHEMY_XP_1STAR","T2 Alchemy Rune of XP (1 Star)","2","1","Common","Alchemy","XP","2.97","Increases Alchemy XP by 2.97%"
"T2_RUNE_ALCHEMY_XP_2STAR","T2 Alchemy Rune of XP (2 Star)","2","2","Rare","Alchemy","XP","3.62","Increases Alchemy XP by 3.62%"
"T2_RUNE_ALCHEMY_XP_3STAR","T2 Alchemy Rune of XP (3 Star)","2","3","Legendary","Alchemy","XP","4.28","Increases Alchemy XP by 4.28%"
"T3_RUNE_ALCHEMY_XP_1STAR","T3 Alchemy Rune of XP (1 Star)","3","1","Common","Alchemy","XP","4.93","Increases Alchemy XP by 4.93%"
"T3_RUNE_ALCHEMY_XP_2STAR","T3 Alchemy Rune of XP (2 Star)","3","2","Rare","Alchemy","XP","5.59","Increases Alchemy XP by 5.59%"
"T3_RUNE_ALCHEMY_XP_3STAR","T3 Alchemy Rune of XP (3 Star)","3","3","Legendary","Alchemy","XP","6.24","Increases Alchemy XP by 6.24%"
"T4_RUNE_ALCHEMY_XP_1STAR","T4 Alchemy Rune of XP (1 Star)","4","1","Common","Alchemy","XP","6.9","Increases Alchemy XP by 6.9%"
"T4_RUNE_ALCHEMY_XP_2STAR","T4 Alchemy Rune of XP (2 Star)","4","2","Rare","Alchemy","XP","7.55","Increases Alchemy XP by 7.55%"
"T4_RUNE_ALCHEMY_XP_3STAR","T4 Alchemy Rune of XP (3 Star)","4","3","Legendary","Alchemy","XP","8.21","Increases Alchemy XP by 8.21%"
"T5_RUNE_ALCHEMY_XP_1STAR","T5 Alchemy Rune of XP (1 Star)","5","1","Common","Alchemy","XP","8.86","Increases Alchemy XP by 8.86%"
"T5_RUNE_ALCHEMY_XP_2STAR","T5 Alchemy Rune of XP (2 Star)","5","2","Rare","Alchemy","XP","9.52","Increases Alchemy XP by 9.52%"
"T5_RUNE_ALCHEMY_XP_3STAR","T5 Alchemy Rune of XP (3 Star)","5","3","Legendary","Alchemy","XP","10.17","Increases Alchemy XP by 10.17%"
"T6_RUNE_ALCHEMY_XP_1STAR","T6 Alchemy Rune of XP (1 Star)","6","1","Common","Alchemy","XP","10.83","Increases Alchemy XP by 10.83%"
"T6_RUNE_ALCHEMY_XP_2STAR","T6 Alchemy Rune of XP (2 Star)","6","2","Rare","Alchemy","XP","11.48","Increases Alchemy XP by 11.48%"
"T6_RUNE_ALCHEMY_XP_3STAR","T6 Alchemy Rune of XP (3 Star)","6","3","Legendary","Alchemy","XP","12.14","Increases Alchemy XP by 12.14%"
"T7_RUNE_ALCHEMY_XP_1STAR","T7 Alchemy Rune of XP (1 Star)","7","1","Common","Alchemy","XP","12.79","Increases Alchemy XP by 12.79%"
"T7_RUNE_ALCHEMY_XP_2STAR","T7 Alchemy Rune of XP (2 Star)","7","2","Rare","Alchemy","XP","13.45","Increases Alchemy XP by 13.45%"
"T7_RUNE_ALCHEMY_XP_3STAR","T7 Alchemy Rune of XP (3 Star)","7","3","Legendary","Alchemy","XP","14.1","Increases Alchemy XP by 14.1%"
"T8_RUNE_ALCHEMY_XP_1STAR","T8 Alchemy Rune of XP (1 Star)","8","1","Common","Alchemy","XP","14.76","Increases Alchemy XP by 14.76%"
"T8_RUNE_ALCHEMY_XP_2STAR","T8 Alchemy Rune of XP (2 Star)","8","2","Rare","Alchemy","XP","15.41","Increases Alchemy XP by 15.41%"
